Team,First Name,Last Name,2023 Base Salary,2023 Guaranteed Comp,Position
Atlanta United,Luis,Abram,"$556,364","$695,977",D
Atlanta United,Thiago,Almada,"$1,650,000","$2,332,000",M-F
Atlanta United,Osvaldo,Alonso,"$88,200","$88,200",D-M
Atlanta United,Esequiel,Barco,"$2,200,000","$2,200,000",M
Atlanta United,Miguel,Berry,"$135,000","$135,000",F
Atlanta United,Erik,Centeno,"$67,360","$79,136",D
Atlanta United,Machop,Chol,"$89,716","$89,716",M
Atlanta United,Noah,Cobb,"$67,360","$67,360",D
Atlanta United,Jackson,Conway,"$89,716","$89,716",F
Atlanta United,Clément,Diop,"$85,444","$85,444",GK
Atlanta United,Derrick,Etienne Jr.,"$676,250","$676,250",M
Atlanta United,Ajani,Fortune,"$67,360","$67,360",M
Atlanta United,Justin,Garces,"$68,775","$68,775",GK
Atlanta United,Georgios,Giakoumakis,"$1,576,636","$2,160,453",F
Atlanta United,Brad,Guzan,"$600,000","$612,500",GK
Atlanta United,Ronald,Hernández,"$375,000","$375,000",D
Atlanta United,Franco,Ibarra,"$550,000","$620,000",D-M
Atlanta United,Brooks,Lennon,"$700,000","$700,000",D
Atlanta United,Saba,Lobjanidze,"$2,052,000","$2,150,750",M
Atlanta United,Aiden,McFadden,"$85,444","$85,444",D
Atlanta United,Efraín,Morales,"$85,444","$85,444",D
Atlanta United,Edwin,Mosquera,"$375,000","$412,000",M
Atlanta United,Tristan,Muyumba,"$450,000","$491,600",D-M
Atlanta United,Juan José,Purata,"$400,000","$483,500",D
Atlanta United,Miles,Robinson,"$1,400,000","$1,437,500",D
Atlanta United,Matheus,Rossetto,"$650,000","$764,375",M
Atlanta United,Amar,Sejdic,"$85,444","$92,111",D-M
Atlanta United,Xande,Silva,"$480,000","$524,250",M
Atlanta United,Santiago,Sosa,"$575,000","$693,100",D-M
Atlanta United,Jamal,Thiaré,"$977,679","$1,072,679",F
Atlanta United,Quentin,Westberg,"$200,000","$200,000",GK
Atlanta United,Caleb,Wiley,"$85,444","$87,044",D
Atlanta United,Tyler,Wolff,"$120,000","$124,500",M
Austin FC,Charlie,Asensio,"$68,775","$68,775",D
Austin FC,Matt,Bersano,"$125,000","$132,500",GK
Austin FC,Will,Bruin,"$200,000","$200,000",F
Austin FC,Julio,Cascante,"$620,000","$693,750",D
Austin FC,Sofiane,Djeffal,"$75,325","$75,325",M
Austin FC,Moussa,Djitté,"$600,000","$600,000",F
Austin FC,Sebastián,Driussi,"$3,800,000","$6,022,500",M-F
Austin FC,Ethan,Finlay,"$425,000","$425,000",M
Austin FC,CJ,Fodrey,"$67,360","$69,360",M
Austin FC,Jon,Gallagher,"$300,000","$300,000",D
Austin FC,Matt,Hedges,"$776,250","$908,859",D
Austin FC,Héctor,Jiménez,"$85,444","$85,444",D
Austin FC,Kipp,Keller,"$100,000","$112,500",D
Austin FC,Zan,Kolmanic,"$325,000","$325,000",D
Austin FC,Damian,Las,"$67,360","$67,360",GK
Austin FC,Nick,Lima,"$375,000","$375,000",D
Austin FC,Adam,Lundqvist,"$350,000","$397,500",D
Austin FC,Alfonso,Ocampo-Chávez,"$67,360","$83,360",F
Austin FC,Daniel,Pereira,"$100,000","$118,414",M
Austin FC,Rodney,Redes,"$440,000","$440,000",M
Austin FC,Emiliano,Rigoni,"$1,599,996","$2,047,996",M
Austin FC,Alexander,Ring,"$1,500,000","$1,640,000",M
Austin FC,Memo,Rodríguez,"$180,000","$210,167",M
Austin FC,Jhohan,Romaña,"$460,000","$460,000",D
Austin FC,Brad,Stuver,"$408,000","$430,813",GK
Austin FC,Maximiliano,Urruti,"$700,000","$736,250",F
Austin FC,Leo,Väisänen,"$600,000","$654,500",D
Austin FC,Jhojan,Valencia,"$400,000","$445,125",D-M
Austin FC,Owen,Wolff,"$100,000","$113,053",M
Austin FC,Gyasi,Zardes,"$800,000","$800,000",F
CF Montreal,Fernando,Álvarez,"$85,444","$117,444",D
CF Montreal,Jean-Aniel,Assi,"$85,444","$94,749",M
CF Montreal,Zachary,Brault-Guillard,"$275,000","$319,375",D
CF Montreal,George,Campbell,"$325,000","$365,625",D
CF Montreal,Mathieu,Choinière,"$250,000","$276,667",M
CF Montreal,Gabriele,Corbo,"$216,350","$216,350",D
CF Montreal,Bryce,Duke,"$150,000","$231,875",M
CF Montreal,Ahmed,Hamdi,"$500,000","$597,500",M-F
CF Montreal,Aarón,Herrera,"$725,000","$820,220",D
CF Montreal,Sunusi,Ibrahim,"$200,000","$291,250",F
CF Montreal,Ilias,Iliadis,"$85,444","$92,319",D-M
CF Montreal,Ousman,Jabang,"$67,360","$67,360",D-M
CF Montreal,Logan,Ketterer,"$88,200","$88,200",GK
CF Montreal,Jojea,Kwizera,"$68,775","$68,775",M
CF Montreal,Lassi,Lappalainen,"$630,000","$660,000",M
CF Montreal,Ariel,Lassiter,"$220,000","$240,280",M
CF Montreal,Matko,Miljevic,"$545,455","$593,364",M
CF Montreal,Chinonso,Offor,"$200,000","$257,875",F
CF Montreal,Kwadwo,Opoku,"$310,344","$512,100",M
CF Montreal,James,Pantemis,"$144,996","$163,996",GK
CF Montreal,Samuel,Piette,"$397,375","$469,563",D-M
CF Montreal,Romell,Quioto,"$950,000","$1,035,000",F
CF Montreal,Sean,Rea,"$85,444","$92,340",M-F
CF Montreal,Nathan-Dylan,Saliba,"$67,360","$79,169",M
CF Montreal,Jonathan,Sirois,"$85,444","$89,780",GK
CF Montreal,Róbert Orri,Thorkelsson,"$175,000","$198,500",D
CF Montreal,Mason,Toye,"$550,000","$608,000",F
CF Montreal,Jules-Anthony,Vilsaint,"$85,444","$92,319",F
CF Montreal,Victor,Wanyama,"$1,440,000","$1,800,000",D-M
CF Montreal,Joel,Waterman,"$161,369","$288,202",D
CF Montreal,Rida,Zouhir,"$85,444","$92,340",M
Charlotte FC,Harrison,Afful,"$85,444","$85,444",D
Charlotte FC,Patrick,Agyemang,"$67,360","$67,360",F
Charlotte FC,Scott,Arfield,"$400,000","$437,500",M
Charlotte FC,Ben,Bender,"$85,444","$105,444",M
Charlotte FC,Nimfasha,Berchimas,"$67,360","$82,294",M
Charlotte FC,Brandt,Bronico,"$310,000","$348,375",M
Charlotte FC,Nathan,Byrne,"$560,000","$607,833",D
Charlotte FC,Brandon,Cambridge,"$67,360","$75,386",M
Charlotte FC,Enzo,Copetti,"$1,000,000","$1,142,250",F
Charlotte FC,Guzmán,Corujo,"$625,000","$658,500",D
Charlotte FC,Brecht,Dejaegere,"$820,000","$999,375",M
Charlotte FC,Hamady,Diop,"$67,360","$74,860",D
Charlotte FC,McKinze,Gaines,"$100,000","$102,750",M
Charlotte FC,Chris,Hegardt,"$85,444","$92,956",D-M
Charlotte FC,Derrick,Jones,"$325,000","$347,969",M
Charlotte FC,Kamil,Józwiak,"$1,100,000","$1,217,000",M
Charlotte FC,Kristijan,Kahlina,"$500,000","$526,875",GK
Charlotte FC,Jaylin,Lindsey,"$250,000","$286,250",D
Charlotte FC,Adilson,Malanda,"$275,000","$303,083",D
Charlotte FC,George,Marks,"$68,775","$68,775",GK
Charlotte FC,Justin,Meram,"$450,000","$493,750",M
Charlotte FC,Jack,Neeley,"$67,360","$69,360",D
Charlotte FC,Andrew,Privett,"$67,360","$67,360",D
Charlotte FC,Brian,Romero,"$67,360","$78,193",M
Charlotte FC,Nick,Scardina,"$67,360","$67,360",M
Charlotte FC,Vinicius,Silveira de Mello,"$315,000","$349,900",F
Charlotte FC,Pablo,Sisniega,"$190,000","$210,667",GK
Charlotte FC,Jan,Sobocinski,"$325,000","$351,250",D
Charlotte FC,Karol,Swiderski,"$2,200,000","$2,258,000",F
Charlotte FC,Bill,Tuiloma,"$435,000","$459,938",D
Charlotte FC,Jere,Uronen,"$450,000","$497,813",D
Charlotte FC,Kerwin,Vargas,"$375,000","$412,125",F
Charlotte FC,Ashley,Westwood,"$750,000","$850,000",D-M
Charlotte FC,Adrián,Zendejas,"$85,444","$93,430",GK
Chicago Fire,Alonso,Aceves,"$330,000","$368,900",D
Chicago Fire,Victor,Bezerra,"$85,444","$97,905",F
Chicago Fire,Chris,Brady,"$189,996","$213,246",GK
Chicago Fire,Kendall,Burks,"$88,200","$88,200",D
Chicago Fire,Javier,Casas,"$85,444","$87,344",M
Chicago Fire,Rafael,Czichos,"$1,300,000","$1,336,667",D
Chicago Fire,Jonathan,Dean,"$85,444","$93,611",D
Chicago Fire,Ousmane,Doumbia,"$420,000","$564,000",D-M
Chicago Fire,Jeff,Gal,"$85,444","$85,444",GK
Chicago Fire,Gastón,Giménez,"$1,600,000","$1,633,333",D-M
Chicago Fire,Brian,Gutiérrez,"$200,004","$240,004",M-F
Chicago Fire,Maren,Haile-Selassie,"$264,000","$279,800",M
Chicago Fire,Fabian,Herbers,"$310,000","$331,250",M
Chicago Fire,Kei,Kamara,"$200,000","$210,000",F
Chicago Fire,Georgios,Koutsias,"$470,800","$470,800",F
Chicago Fire,Alex,Monis,"$85,444","$87,344",M
Chicago Fire,Chris,Mueller,"$600,000","$662,320",M
Chicago Fire,Federico,Navarro,"$450,000","$507,500",D-M
Chicago Fire,Miguel,Navarro,"$260,004","$299,004",D
Chicago Fire,Wyatt,Omsberg,"$170,000","$187,000",D
Chicago Fire,Sergio,Oregel,"$67,360","$67,360",M
Chicago Fire,Mauricio,Pineda,"$255,000","$286,220",D
Chicago Fire,Kacper,Przybylko,"$1,100,004","$1,212,504",F
Chicago Fire,Justin,Reynolds,"$67,360","$67,360",D
Chicago Fire,Spencer,Richey,"$132,000","$132,000",GK
Chicago Fire,Allan,Rodriguez,"$85,444","$87,344",D-M
Chicago Fire,Missael,Rodríguez,"$67,360","$67,360",F
Chicago Fire,Xherdan,Shaqiri,"$7,350,000","$8,153,000",M-F
Chicago Fire,Arnaud,Souquet,"$600,000","$679,667",D
Chicago Fire,Carlos,Terán,"$260,004","$350,004",D
Chicago Fire,Jairo,Torres,"$1,100,004","$1,469,337",M
Colorado Rapids,Lalas,Abubakar,"$665,000","$702,125",D
Colorado Rapids,Max,Alves da Silva,"$232,000","$313,360",M-F
Colorado Rapids,Sebastian,Anderson,"$120,000","$121,667",D
Colorado Rapids,Cole,Bassett,"$450,000","$450,000",M-F
Colorado Rapids,Steven,Beitashour,"$150,000","$172,500",D
Colorado Rapids,Moïse,Bombito,"$67,360","$85,572",D
Colorado Rapids,Kévin,Cabral,"$1,800,000","$1,800,000",M
Colorado Rapids,Daniel,Chacón,"$67,360","$75,110",D
Colorado Rapids,Luis,Díaz,"$500,000","$533,900",M
Colorado Rapids,Michael,Edwards,"$125,000","$125,000",D
Colorado Rapids,Braian,Galván,"$365,700","$462,022",M
Colorado Rapids,Alex,Gersbach,"$230,000","$270,433",D
Colorado Rapids,Andrew,Gutman,"$350,000","$381,250",D
Colorado Rapids,Calvin,Harris,"$100,000","$113,000",M
Colorado Rapids,Marko,Ilic,"$420,000","$442,850",GK
Colorado Rapids,Aboubacar,Keita,"$215,000","$245,313",D
Colorado Rapids,Oliver,Larraz,"$85,444","$85,444",M
Colorado Rapids,Jonathan,Lewis,"$410,000","$435,000",M
Colorado Rapids,Danny,Leyva,"$200,000","$224,900",D-M
Colorado Rapids,Andreas,Maxsö,"$1,100,000","$1,292,500",D
Colorado Rapids,Rafael,Navarro Leal,"$1,100,000","$1,427,708",F
Colorado Rapids,Sam,Nicholson,"$325,000","$360,313",M
Colorado Rapids,Jack,Price,"$762,500","$825,000",M
Colorado Rapids,Ralph,Priso-Mbongue,"$89,716","$89,716",D-M
Colorado Rapids,Abraham,Rodriguez,"$88,200","$88,200",GK
Colorado Rapids,Connor,Ronan,"$460,000","$512,400",M
Colorado Rapids,Keegan,Rosenberry,"$400,000","$400,000",D
Colorado Rapids,Diego,Rubio,"$660,000","$714,667",F
Colorado Rapids,Sidnei,Tavares,"$525,000","$750,600",M
Colorado Rapids,Jackson,Travis,"$67,360","$69,860",D
Colorado Rapids,Danny,Wilson,"$330,000","$354,750",D
Colorado Rapids,Darren,Yapi,"$85,444","$96,277",F
Colorado Rapids,William,Yarbrough,"$400,000","$475,000",GK
Columbus Crew,Malte,Amundsen,"$300,000","$338,700",D
Columbus Crew,Max,Arfsten,"$67,360","$69,205",M
Columbus Crew,Evan,Bush,"$88,200","$88,200",GK
Columbus Crew,Rudy,Camacho,"$500,000","$554,000",D
Columbus Crew,Yevgen,Cheberko,"$370,000","$418,250",D
Columbus Crew,Mohamed,Farsi,"$67,360","$74,735",D
Columbus Crew,Julian,Gressel,"$884,000","$930,406",M
Columbus Crew,Cucho,Hernández,"$2,600,000","$2,886,000",F
Columbus Crew,Keegan,Hughes,"$85,444","$85,444",D
Columbus Crew,Alexandru,Matan,"$450,000","$483,250",M
Columbus Crew,Jimmy,Medranda,"$300,000","$331,250",D
Columbus Crew,Kevin,Molino,"$735,367","$735,367",M
Columbus Crew,Steven,Moreira,"$700,000","$782,708",D
Columbus Crew,Aidan,Morris,"$500,000","$562,500",M
Columbus Crew,Jake,Morris,"$85,444","$85,444",D
Columbus Crew,Darlington,Nagbe,"$1,800,000","$1,800,000",M
Columbus Crew,Isaiah,Parente,"$85,444","$89,444",M
Columbus Crew,Philip,Quinton,"$67,360","$67,360",D
Columbus Crew,Christian,Ramirez,"$400,000","$445,833",F
Columbus Crew,Diego,Rossi,"$2,625,000","$2,677,000",M
Columbus Crew,Jacen,Russell-Rowe,"$67,360","$74,749",F
Columbus Crew,Will,Sands,"$85,444","$91,694",D
Columbus Crew,Patrick,Schulte,"$88,200","$103,178",GK
Columbus Crew,Brady,Scott,"$88,200","$88,200",GK
Columbus Crew,Gustavo,Vallecilla,"$336,000","$368,880",D
Columbus Crew,Josh,Williams,"$325,000","$325,000",D
Columbus Crew,Yaw,Yeboah,"$600,000","$663,750",M
Columbus Crew,Sean,Zawadzki,"$88,200","$93,200",M
DC United,Matai,Akinmboni,"$67,360","$76,860",D
DC United,Yamil,Asad,"$100,000","$100,000",M
DC United,Christian,Benteke,"$4,250,000","$4,432,778",F
DC United,Steve,Birnbaum,"$815,000","$815,000",D
DC United,Alex,Bono,"$85,444","$105,444",GK
DC United,Russell,Canouse,"$575,000","$575,000",M
DC United,Gabriel,Cordeiro Pirani,"$530,000","$596,700",M
DC United,Cristian,Dájome,"$900,000","$965,625",M
DC United,Éric,Davis,"$180,000","$212,500",D
DC United,Chris,Durkin,"$425,000","$481,250",D-M
DC United,José,Fajardo,"$240,000","$269,500",F
DC United,Kristian,Fletcher,"$85,444","$104,953",M
DC United,Jeremy,Garay,"$67,360","$71,410",D-M
DC United,Jacob,Greene,"$89,716","$92,716",D
DC United,Ruan,Gregório Teixeira,"$400,000","$400,000",D
DC United,Brendan,Hines-Ike,"$425,000","$467,917",D
DC United,Jackson,Hopkins,"$85,444","$85,730",F
DC United,Erik,Hurtado,"$85,444","$102,216",F
DC United,Mohanad,Jeahze,"$660,000","$660,000",D
DC United,Mateusz,Klich,"$1,900,000","$2,093,588",M
DC United,Theodore,Ku-DiPietro,"$85,444","$85,444",M-F
DC United,Tyler,Miller,"$400,000","$425,000",GK
DC United,Andy,Nájar,"$450,000","$450,000",D
DC United,Donovan,Pines,"$200,000","$202,000",D
DC United,Nigel,Robertha,"$550,000","$646,542",F
DC United,Martín,Rodríguez,"$1,000,000","$1,266,200",M
DC United,Gaoussou,Samaké,"$85,444","$85,444",D
DC United,Pedro,Santos,"$350,000","$390,000",M
DC United,Hayden,Sargis,"$85,444","$85,444",D
DC United,Derrick,Williams,"$800,000","$871,458",D
DC United,Luis,Zamudio,"$85,444","$85,444",GK
FC Cincinnati,Luciano,Acosta,"$1,943,500","$2,222,854",M-F
FC Cincinnati,London,Aghedo,"$67,360","$67,360",D
FC Cincinnati,Joey,Akpunonu,"$67,360","$69,860",D
FC Cincinnati,Marco,Angulo,"$275,000","$323,000",D-M
FC Cincinnati,Santiago,Arias,"$550,000","$611,354",D
FC Cincinnati,Dominique,Badji,"$550,000","$605,000",F
FC Cincinnati,Álvaro,Barreal,"$300,000","$519,297",M
FC Cincinnati,Aaron,Boupendza,"$720,000","$1,127,600",F
FC Cincinnati,Roman,Celentano,"$100,000","$149,000",GK
FC Cincinnati,Isaiah,Foster,"$85,444","$89,823",D
FC Cincinnati,Raymon,Gaddis,"$300,000","$300,000",D
FC Cincinnati,Nick,Hagglund,"$175,000","$188,521",D
FC Cincinnati,Bret,Halsey,"$85,444","$94,194",D
FC Cincinnati,Stiven,Jimenez,"$67,360","$67,360",D-M
FC Cincinnati,Alec,Kann,"$200,000","$220,833",GK
FC Cincinnati,Yuya,Kubo,"$1,091,000","$1,206,750",M-F
FC Cincinnati,Evan,Louro,"$88,200","$88,200",GK
FC Cincinnati,Matt,Miazga,"$1,500,000","$1,500,000",D
