FID,X,Y,Call_Taken,Location,Day,x2,y2
1564,-10386620.123015,5613341.467445,12/31/2015 12:00:00 AM,3019 KNOX AVE S,Day 3,-10386620.1230143,5613341.46744459
1565,-10381084.682021,5610550.18342,12/31/2015 12:00:00 AM,4013 14th ave S,Day 3,-10381084.6820205,5610550.18341952
1566,-10380828.448099,5619541.529225,12/31/2015 12:00:00 AM,417 2nd ave SE,Day 3,-10380828.4480979,5619541.52922452
1567,-10380736.882213,5619705.365575,12/31/2015 12:00:00 AM,503 2nd ave se,Day 3,-10380736.8822124,5619705.36557485
1568,-10386620.352167,5613320.231017,12/31/2015 12:00:00 AM,3027 KNOX AVE S,Day 3,-10386620.3521656,5613320.23101732
1569,-10382405.508906,5617865.895607,12/31/2015 12:00:00 AM,527 3rd ave s,Day 3,-10382405.5089048,5617865.89560687
1570,-10381084.90176,5611416.967663,12/31/2015 12:00:00 AM,3707 14th ave S,Day 3,-10381084.9017591,5611416.96766302
1571,-10381087.284018,5608777.303998,12/31/2015 12:00:00 AM,4639 14th Ave s,Day 3,-10381087.2840173,5608777.30399794
1572,-10380422.690244,5619539.314604,12/31/2015 12:00:00 AM,529 4th ave se,Day 3,-10380422.6902432,5619539.31460411
1573,-10380830.099394,5619538.569842,12/31/2015 12:00:00 AM,415 2nd ave SE,Day 3,-10380830.0993926,5619538.56984237
1574,-10384944.740273,5619610.464378,12/31/2015 12:00:00 AM,941 Lyndale Place N,Day 3,-10384944.7402721,5619610.46437766
1575,-10380630.059753,5620568.394697,12/31/2015 12:00:00 AM,923 3rd ave ne,Day 3,-10380630.0597516,5620568.39469745
1576,-10384580.322591,5621029.010228,12/31/2015 12:00:00 AM,509 Lyn park cir n,Day 3,-10384580.3225902,5621029.01022805
1577,-10385046.40152,5616147.997157,12/31/2015 12:00:00 AM,1777 Bryant ave s,Day 3,-10385046.4015189,5616147.99715739
1578,-10386478.578257,5613323.560545,12/31/2015 12:00:00 AM,3025 James Ave South,Day 3,-10386478.5782556,5613323.56054472
1579,-10381602.203624,5620049.350819,12/31/2015 12:00:00 AM,225 3rd ave ne,Day 3,-10381602.2036227,5620049.35081854
1580,-10384440.070998,5621020.806515,12/31/2015 12:00:00 AM,1711 Lyn curve ave n,Day 3,-10384440.0709966,5621020.80651459
1581,-10380430.916321,5619102.508698,12/31/2015 12:00:00 AM,311 5th ave se,Day 3,-10380430.9163201,5619102.50869829
1582,-10381227.806699,5611663.167607,12/31/2015 12:00:00 AM,3621 13th ave s,Day 3,-10381227.8066978,5611663.1676067
1583,-10378832.798962,5619709.150478,12/31/2015 12:00:00 AM,1021 12th ave SE,Day 3,-10378832.7989614,5619709.15047796
1584,-10386478.977951,5613275.686737,12/31/2015 12:00:00 AM,3043 James Ave South,Day 3,-10386478.9779504,5613275.68673681
1585,0,0,12/31/2015 12:00:00 AM,705 Lyndale place,Day 3
1586,-10378843.268054,5619364.707546,12/31/2015 12:00:00 AM,932 12th ave SE,Day 3,-10378843.2680531,5619364.70754648
1587,0,0,12/31/2015 12:00:00 AM,929 12th ave s e,Day 3
1588,-10380628.713252,5620568.8596,12/31/2015 12:00:00 AM,925 3rd ave ne,Day 3,-10380628.7132509,5620568.85959952
1589,-10381475.520741,5620108.687192,12/31/2015 12:00:00 AM,303 3rd ave ne,Day 3,-10381475.52074,5620108.68719235
1590,-10380435.905823,5619093.644717,12/31/2015 12:00:00 AM,305 5th Ave se,Day 3,-10380435.9058218,5619093.64471711
1591,-10381229.61867,5611985.567775,12/31/2015 12:00:00 AM,3507 13th ave s,Day 3,-10381229.6186689,5611985.56777504
1592,-10382648.752978,5615352.649199,12/31/2015 12:00:00 AM,2207 5TH AVE S,Day 3,-10382648.7529774,5615352.64919857
1593,-10385117.125711,5619764.24285,12/31/2015 12:00:00 AM,1045 aldrich ave n,Day 3,-10385117.1257103,5619764.24284984
1594,-10380088.825697,5619714.807307,12/31/2015 12:00:00 AM,707 5th Ave. SE.,Day 3,-10380088.8256959,5619714.80730699
1595,-10381655.051369,5620534.557061,12/31/2015 12:00:00 AM,317 5th ave ne,Day 3,-10381655.0513681,5620534.55706071
1596,-10385190.246625,5616074.971916,12/31/2015 12:00:00 AM,1801 colfax ave s,Day 3,-10385190.246624,5616074.97191576
1597,-10381814.296345,5620456.502609,12/31/2015 12:00:00 AM,217 5th ave ne,Day 3,-10381814.2963437,5620456.50260909
1598,-10382648.798685,5615334.884208,12/31/2015 12:00:00 AM,2221 5TH AVE S,Day 3,-10382648.7986844,5615334.88420788
1599,-10378853.385819,5619371.510234,12/31/2015 12:00:00 AM,927 12 TH AVE SE,Day 3,-10378853.3858185,5619371.51023384
1600,-10380456.213013,5618695.255354,12/31/2015 12:00:00 AM,105 6th ave ne,Day 3,-10380456.2130124,5618695.25535435
1601,-10380262.392304,5619040.014951,12/31/2015 12:00:00 AM,327 6TH AVE SE,Day 3,-10380262.3923025,5619040.0149508
1602,-10377103.193485,5619168.658707,12/31/2015 12:00:00 AM,853 24th ave SE,Day 3,-10377103.1934845,5619168.65870717
1603,-10381788.647614,5609947.527812,12/31/2015 12:00:00 AM,4227 elliot ave s,Day 3,-10381788.6476134,5609947.52781203
1604,-10380082.163386,5619726.588968,12/31/2015 12:00:00 AM,715 5th ave se,Day 3,-10380082.1633851,5619726.58896767
1605,-10383351.851549,5615983.983251,12/31/2015 12:00:00 AM,1831 Stevens AV s,Day 3,-10383351.8515479,5615983.98325088
1606,-10387344.730678,5619341.481025,12/31/2015 12:00:00 AM,801 Russell ave n,Day 3,-10387344.7306766,5619341.48102466
1607,-10382029.112979,5620502.829695,12/31/2015 12:00:00 AM,135 6th ave ne,Day 3,-10382029.1129782,5620502.82969526
1608,-10386275.255555,5621547.328881,12/31/2015 12:00:00 AM,2017 James ave n,Day 3,-10386275.2555539,5621547.32888051
1609,-10377385.484973,5619276.766534,12/31/2015 12:00:00 AM,869 22nd ave SE,Day 3,-10377385.4849724,5619276.76653405
1610,-10384437.557815,5622130.604378,12/31/2015 12:00:00 AM,2415 4th ST N,Day 3,-10384437.5578136,5622130.60437848
1611,-10380190.578085,5619169.525788,12/31/2015 12:00:00 AM,411 6th ave SE,Day 3,-10380190.578084,5619169.52578839
1612,-10384263.913139,5623048.679887,12/31/2015 12:00:00 AM,2915 3rd st n,Day 3,-10384263.9131385,5623048.67988674
1613,-10378996.51175,5615743.212288,12/31/2015 12:00:00 AM,917 25th ave s,Day 3,-10378996.5117494,5615743.21228761
1614,-10380951.466067,5612428.928631,12/31/2015 12:00:00 AM,3345 15th ave s,Day 3,-10380951.4660665,5612428.92863062
1615,-10387345.929577,5619218.012014,12/31/2015 12:00:00 AM,707 Russell ave n,Day 3,-10387345.9295758,5619218.01201406
1616,-10379985.022467,5619443.033822,12/31/2015 12:00:00 AM,621 6th st se,Day 3,-10379985.0224658,5619443.0338221
1617,-10380956.423884,5613245.397947,12/31/2015 12:00:00 AM,3053 15 avE  s,Day 3,-10380956.4238834,5613245.39794717
1618,-10378853.387821,5619371.507266,12/31/2015 12:00:00 AM,925 12th ave se,Day 3,-10378853.38782,5619371.50726571
1619,0,0,12/31/2015 12:00:00 AM,1101 22nd ave s e,Day 3
1620,-10379743.277273,5619509.488515,12/31/2015 12:00:00 AM,721 7th st se,Day 3,-10379743.2772716,5619509.48851475
1621,-10379849.385405,5622547.729493,12/31/2015 12:00:00 AM,1815 Taylor St NE,Day 3,-10379849.3854041,5622547.72949297
1622,-10380437.557189,5618727.924706,12/31/2015 12:00:00 AM,127 6 th ave se,Day 3,-10380437.5571878,5618727.92470575
1623,-10384295.57997,5616332.154107,12/31/2015 12:00:00 AM,335 oakgrove st,Day 3,-10384295.5799689,5616332.1541066
1624,-10377104.159845,5619075.987299,12/31/2015 12:00:00 AM,825 24th ave se,Day 3,-10377104.159844,5619075.98729861
1625,-10380429.253154,5619105.463359,12/31/2015 12:00:00 AM,313 5TH AVE SE,Day 3,-10380429.2531529,5619105.46335869
1626,-10378117.686708,5619414.279597,12/31/2015 12:00:00 AM,1719 brook ave se,Day 3,-10378117.6867065,5619414.2795971
1627,-10380956.423884,5613245.397947,12/31/2015 12:00:00 AM,3053 15th Ave s,Day 3,-10380956.4238834,5613245.39794717
1628,-10384980.917983,5619250.796056,12/31/2015 12:00:00 AM,721 aldrich ave n,Day 3,-10384980.9179816,5619250.79605563
1629,-10381097.972827,5613106.614943,12/31/2015 12:00:00 AM,3101 14th ave s,Day 3,-10381097.9728265,5613106.61494281
1630,-10380773.920897,5621038.9348,12/31/2015 12:00:00 AM,727 Summer St NE,Day 3,-10380773.9208964,5621038.93480043
1631,-10384015.831374,5615483.994364,12/31/2015 12:00:00 AM,2119 pillsbury ave s,Day 3,-10384015.8313728,5615483.99436384
1632,-10381098.595843,5613212.511439,12/31/2015 12:00:00 AM,3053 14th ave s,Day 3,-10381098.5958422,5613212.51143937
1633,-10387343.747193,5619511.904302,12/31/2015 12:00:00 AM,927 Russell Ave n,Day 3,-10387343.7471915,5619511.90430222
1634,-10385117.11138,5619755.160667,12/31/2015 12:00:00 AM,1041 Aldrich Ave n,Day 3,-10385117.1113788,5619755.16066681
1635,-10384267.577251,5622878.728502,12/31/2015 12:00:00 AM,2817 3rd st n,Day 3,-10384267.5772503,5622878.72850187
1636,-10378818.208507,5615089.580928,12/31/2015 12:00:00 AM,2605 24th st e,Day 3,-10378818.2085062,5615089.58092795
1637,-10378123.439889,5619732.454936,12/31/2015 12:00:00 AM,1027 17th ave se,Day 3,-10378123.4398884,5619732.45493614
1638,-10380349.244651,5619247.796188,12/31/2015 12:00:00 AM,405 5th ave se,Day 3,-10380349.2446503,5619247.79618842
1639,-10378144.207516,5619224.001866,12/31/2015 12:00:00 AM,1703 Rollins ave se,Day 3,-10378144.2075146,5619224.0018656
1640,-10377950.418996,5619896.474727,12/31/2015 12:00:00 AM,1815 Talmage Ave se,Day 3,-10377950.4189953,5619896.47472681
1641,-10380264.008829,5619037.087791,12/31/2015 12:00:00 AM,325 6TH AVE SE,Day 3,-10380264.0088285,5619037.0877906
1642,-10384015.065116,5615625.95735,12/31/2015 12:00:00 AM,2013 pillsbury ave s,Day 3,-10384015.065115,5615625.95734951
1643,-10381947.557451,5622010.510166,12/31/2015 12:00:00 AM,347 15th ave ne,Day 3,-10381947.5574504,5622010.51016587
1644,-10380586.548387,5619611.082487,12/31/2015 12:00:00 AM,519 3rd ave se,Day 3,-10380586.5483862,5619611.0824869
1645,-10387346.911903,5619119.805201,12/31/2015 12:00:00 AM,623 Russell Ave n,Day 3,-10387346.9119016,5619119.80520129
1646,-10384942.580422,5619614.491414,12/31/2015 12:00:00 AM,943 lyndale pl,Day 3,-10384942.5804215,5619614.49141444
1647,-10385494.98513,5612225.197965,12/31/2015 12:00:00 AM,3421 EMERSON AVE S,Day 3,-10385494.9851288,5612225.19796487
1648,-10379672.991615,5623465.519849,12/31/2015 12:00:00 AM,2415 Fillmore St NE,Day 3,-10379672.9916144,5623465.51984907
1649,-10385494.880284,5612241.536262,12/31/2015 12:00:00 AM,3415 EMERSON AVE S,Day 3,-10385494.8802835,5612241.53626244
1650,-10385118.338317,5621199.787065,12/31/2015 12:00:00 AM,1831 bryant ave n,Day 3,-10385118.3383163,5621199.78706523
1651,-10386184.238126,5622761.080941,12/31/2015 12:00:00 AM,2705 James Ave n,Day 3,-10386184.2381247,5622761.08094077
1652,-10385494.635645,5612279.658957,12/31/2015 12:00:00 AM,3401 Emerson Ave South,Day 3,-10385494.6356445,5612279.65895677
1653,-10381368.39815,5611641.808592,12/31/2015 12:00:00 AM,3629 12TH  av s,Day 3,-10381368.3981485,5611641.80859167
1654,-10377346.344623,5619540.772711,12/31/2015 12:00:00 AM,2217 cole ave se,Day 3,-10377346.3446216,5619540.77271064
1655,-10386043.853318,5622540.218347,12/31/2015 12:00:00 AM,2627 Irving Ave N,Day 3,-10386043.8533172,5622540.21834723
1656,-10380796.804659,5622011.95681,12/31/2015 12:00:00 AM,713 15th ave ne,Day 3,-10380796.8046583,5622011.9568098
1657,-10380364.493868,5618856.290815,12/31/2015 12:00:00 AM,209 6th ave se,Day 3,-10380364.4938667,5618856.29081452
1658,-10387316.147568,5623489.320373,12/31/2015 12:00:00 AM,3119 Russell ave n,Day 3,-10387316.1475673,5623489.32037327
1659,-10380620.219445,5619800.425436,12/31/2015 12:00:00 AM,227 6th st se,Day 3,-10380620.2194445,5619800.42543585
1660,-10379533.064135,5623064.47077,12/31/2015 12:00:00 AM,2211 Pierce St NE,Day 3,-10379533.0641337,5623064.4707697
1661,-10380435.861205,5618730.894647,12/31/2015 12:00:00 AM,129 6th ave se,Day 3,-10380435.8612038,5618730.89464678
1662,-10384264.869662,5623625.106325,12/31/2015 12:00:00 AM,3219 3rd st n,Day 3,-10384264.8696614,5623625.10632522
1663,-10379533.064135,5623064.47077,12/31/2015 12:00:00 AM,2211 Pierce St NE,Day 3,-10379533.0641337,5623064.4707697
1664,-10387315.218833,5623063.683082,12/31/2015 12:00:00 AM,2907 Russell ave n,Day 3,-10387315.2188321,5623063.68308217
1665,-10385615.735382,5615631.695156,12/31/2015 12:00:00 AM,2011 fremont ave s,Day 3,-10385615.7353812,5615631.69515609
1666,-10387313.739211,5622695.656544,12/31/2015 12:00:00 AM,2659 russell ave n,Day 3,-10387313.7392097,5622695.65654355
1667,0,0,12/31/2015 12:00:00 AM,2737 peirce st ne,Day 3
1668,-10380504.292529,5621039.518542,12/31/2015 12:00:00 AM,837 summer st ne,Day 3,-10380504.292528,5621039.51854205
1669,-10376812.390299,5620020.525862,12/31/2015 12:00:00 AM,1081 26th ave se,Day 3,-10376812.3902978,5620020.52586232
1670,-10382734.783322,5621779.660903,12/31/2015 12:00:00 AM,117 14th ave ne,Day 3,-10382734.7833214,5621779.66090278
1671,-10380615.619924,5619194.381607,12/31/2015 12:00:00 AM,305 4th ave se,Day 3,-10380615.6199232,5619194.38160664
1672,-10380389.948863,5613279.315375,12/31/2015 12:00:00 AM,3041 18 th ave s,Day 3,-10380389.9488618,5613279.31537514
1673,-10377829.691787,5619455.399452,12/31/2015 12:00:00 AM,937 19th ave se,Day 3,-10377829.6917863,5619455.39945197
1674,-10381365.980591,5610802.326779,12/31/2015 12:00:00 AM,3925 12th Ave s,Day 3,-10381365.9805904,5610802.32677863
1675,0,0,12/31/2015 12:00:00 AM,2653 james abe n,Day 3
1676,-10382465.488764,5621840.254172,12/31/2015 12:00:00 AM,163 14th ave ne,Day 3,-10382465.4887628,5621840.25417193
1677,-10380027.528836,5619096.989666,12/31/2015 12:00:00 AM,421 7th ave se,Day 3,-10380027.5288349,5619096.98966625
1678,-10377523.967146,5619788.872626,12/31/2015 12:00:00 AM,1059 21st ave se,Day 3,-10377523.9671454,5619788.87262584
1679,-10384233.861992,5616306.779436,12/31/2015 12:00:00 AM,307 oak grove st,Day 3,-10384233.8619914,5616306.77943625
1680,-10380204.620754,5618783.80531,12/31/2015 12:00:00 AM,217 7th Ave. SE.,Day 3,-10380204.6207527,5618783.80531015
1681,-10380947.657662,5611963.147936,12/31/2015 12:00:00 AM,3515 15th ave s,Day 3,-10380947.6576613,5611963.14793587
1682,-10385059.759554,5622896.750546,12/31/2015 12:00:00 AM,2813 Bryant Ave n,Day 3,-10385059.7595532,5622896.75054628
1683,-10385118.42119,5621168.223169,12/31/2015 12:00:00 AM,1819 Bryant ave n,Day 3,-10385118.4211887,5621168.22316858
1684,-10385497.004968,5611940.464908,12/31/2015 12:00:00 AM,3521 EMERSON AVE S,Day 3,-10385497.0049673,5611940.46490766
1685,-10381648.747465,5609887.727327,12/31/2015 12:00:00 AM,4249 10th ave s,Day 3,-10381648.7474644,5609887.72732685
1686,-10376814.645585,5619761.553173,12/31/2015 12:00:00 AM,1027 26th Avenue Southeast,Day 3,-10376814.6455844,5619761.55317316
1687,-10385289.14924,5620436.96564,12/31/2015 12:00:00 AM,1403 dupont Ave n,Day 3,-10385289.1492393,5620436.96563988
1688,-10378126.204445,5619222.076518,12/31/2015 12:00:00 AM,1715 rollins ave se,Day 3,-10378126.2044441,5619222.07651796
1689,-10377379.461734,5620080.316945,12/31/2015 12:00:00 AM,1097 22nd ave se,Day 3,-10377379.4617326,5620080.31694531
1690,-10385189.956214,5616133.160661,12/31/2015 12:00:00 AM,1783 colfax AVE S,Day 3,-10385189.9562134,5616133.16066098
1691,-10377382.34561,5619692.91399,12/31/2015 12:00:00 AM,1015 22ND AVE SE,Day 3,-10377382.3456091,5619692.91399004
1692,-10380110.182097,5618948.170746,12/31/2015 12:00:00 AM,325 7th ave se,Day 3,-10380110.1820964,5618948.17074609
1693,-10376771.37399,5619334.429247,12/31/2015 12:00:00 AM,869 weeks ave se,Day 3,-10376771.3739887,5619334.42924686
1694,-10386203.357902,5612199.360843,12/31/2015 12:00:00 AM,3431 Humboldt Ave South,Day 3,-10386203.3579014,5612199.36084325
1695,-10386186.526241,5623705.547475,12/31/2015 12:00:00 AM,3237 James  Ave N,Day 3,-10386186.52624,5623705.54747529
1696,-10384483.559765,5615626.345363,12/31/2015 12:00:00 AM,2013 Harriet ave s,Day 3,-10384483.5597638,5615626.34536316
1697,-10378641.064003,5616203.242893,12/31/2015 12:00:00 AM,729 27th ave s,Day 3,-10378641.0640015,5616203.24289259
1698,-10384483.894334,5615476.592683,12/31/2015 12:00:00 AM,2125 Harriet ave s,Day 3,-10384483.8943334,5615476.5926832
1699,-10376813.059852,5619951.582662,12/31/2015 12:00:00 AM,1065 26th ave se,Day 3,-10376813.0598508,5619951.58266244
1700,-10383411.387114,5615842.441413,12/31/2015 12:00:00 AM,115 19th st e,Day 3,-10383411.387113,5615842.44141252
1701,-10380944.481938,5611351.260651,12/31/2015 12:00:00 AM,3731 15th ave s,Day 3,-10380944.4819374,5611351.26065137
1702,-10387173.391483,5623492.565917,12/31/2015 12:00:00 AM,3121 queen ave n,Day 3,-10387173.3914819,5623492.56591737
1703,-10384507.228158,5616421.276258,12/31/2015 12:00:00 AM,425 oak grove st,Day 3,-10384507.228157,5616421.27625765
1704,-10383386.891352,5615842.402714,12/31/2015 12:00:00 AM,119 19 th ST e,Day 3,-10383386.8913513,5615842.4027135
1705,-10377382.948612,5619561.349484,12/31/2015 12:00:00 AM,931 22ND AVE SE,Day 3,-10377382.9486112,5619561.34948444
1706,-10386468.607712,5623681.145587,12/31/2015 12:00:00 AM,3227 Logan Ave N,Day 3,-10386468.6077115,5623681.1455865
1707,-10387457.701058,5623735.540707,12/31/2015 12:00:00 AM,3245 Sheridan ave n,Day 3,-10387457.7010569,5623735.54070664
1708,-10379681.878231,5613098.097986,12/31/2015 12:00:00 AM,3103 21 av s,Day 3,-10379681.8782303,5613098.09798581
1709,0,0,12/31/2015 12:00:00 AM,33oak grove st,Day 3
1710,-10386184.047339,5622613.743867,12/31/2015 12:00:00 AM,2653 james ave n,Day 3,-10386184.0473382,5622613.74386733
1711,-10383192.156044,5615842.524168,12/31/2015 12:00:00 AM,217 19th st e,Day 3,-10383192.1560428,5615842.52416807
1712,-10381380.169631,5613277.590308,12/31/2015 12:00:00 AM,3041 12th ave,Day 3,-10381380.1696296,5613277.59030816
1713,-10384433.576446,5623276.813208,12/31/2015 12:00:00 AM,3033 4th st n,Day 3,-10384433.5764446,5623276.81320774
1714,-10383346.772756,5615842.385319,12/31/2015 12:00:00 AM,129 19th st e,Day 3,-10383346.7727554,5615842.38531936
1715,-10377384.65689,5619382.87979,12/31/2015 12:00:00 AM,891 22nd ave se,Day 3,-10377384.656889,5619382.8797901
1716,-10380531.486479,5613278.796369,12/31/2015 12:00:00 AM,3041 17th ave,Day 3,-10380531.4864783,5613278.7963688
1717,-10381378.42412,5613083.838348,12/31/2015 12:00:00 AM,3109 12th ave,Day 3,-10381378.4241188,5613083.83834795
1718,-10384434.287319,5623067.918519,12/31/2015 12:00:00 AM,2925 4th St N,Day 3,-10384434.2873181,5623067.91851868
1719,-10385062.965128,5616069.771341,12/31/2015 12:00:00 AM,905 SUMMIT AV S,Day 3,-10385062.9651275,5616069.7713414
1720,-10380668.552954,5612457.371054,12/31/2015 12:00:00 AM,3333 16th Ave s,Day 3,-10380668.5529528,5612457.3710542
1721,-10379525.516503,5615351.322579,12/31/2015 12:00:00 AM,2213 22nd ave s,Day 3,-10379525.516502,5615351.3225794
1722,-10376952.559157,5620104.320205,12/31/2015 12:00:00 AM,1101 25th ave se,Day 3,-10376952.5591565,5620104.32020454
1723,-10383353.87668,5615842.36766,12/31/2015 12:00:00 AM,125 19TH ST E,Day 3,-10383353.876679,5615842.36765958
1724,-10387175.264453,5624249.201083,12/31/2015 12:00:00 AM,3425. Queen Ave n,Day 3,-10387175.2644519,5624249.20108281
1725,-10384049.404527,5616240.103334,12/31/2015 12:00:00 AM,225 oak grove st,Day 3,-10384049.404526,5616240.10333353
1726,-10387175.416658,5624309.207009,12/31/2015 12:00:00 AM,3447 queen Ave n,Day 3,-10387175.4166573,5624309.20700855
1727,-10383211.303904,5615842.656464,12/31/2015 12:00:00 AM,203 19th st e,Day 3,-10383211.3039028,5615842.65646398
1728,-10382151.772165,5622701.298212,12/31/2015 12:00:00 AM,303 19th ave ne,Day 3,-10382151.772164,5622701.29821161
1729,-10376953.715067,5619966.396821,12/31/2015 12:00:00 AM,1069 25th ave se,Day 3,-10376953.715066,5619966.3968207
1730,-10383350.324718,5615842.376489,12/31/2015 12:00:00 AM,127 19TH ST E,Day 3,-10383350.3247172,5615842.37648947
1731,-10377386.62124,5619082.07144,12/31/2015 12:00:00 AM,825 22nd ave se,Day 3,-10377386.6212395,5619082.07143954
1732,-10382079.023943,5622701.488808,12/31/2015 12:00:00 AM,313 19th ave ne,Day 3,-10382079.023942,5622701.48880842
1733,-10385254.617781,5612281.316371,12/31/2015 12:00:00 AM,1025 34th st w,Day 3,-10385254.6177803,5612281.31637111
1734,-10381987.440915,5622701.716735,12/31/2015 12:00:00 AM,329 19th ave ne,Day 3,-10381987.4409141,5622701.71673543
1735,-10384265.005931,5623640.025417,12/31/2015 12:00:00 AM,3227 3rd st n,Day 3,-10384265.0059298,5623640.02541704
1736,-10378996.45323,5615737.372182,12/31/2015 12:00:00 AM,923 25th ave s,Day 3,-10378996.4532294,5615737.37218207
