FID,X,Y,Call_Taken,Location,Day,x2,y2
892,0,0,12/30/2015 12:00:00 AM,3112 Holmes,Day 2
893,-10378815.283713,5618972.352379,12/30/2015 12:00:00 AM,1324 7th st SE,Day 2,-10378815.2837123,5618972.35237895
894,-10378833.013981,5618982.337443,12/30/2015 12:00:00 AM,1312 7 th st se,Day 2,-10378833.0139797,5618982.33744252
895,-10383364.008488,5616018.295353,12/30/2015 12:00:00 AM,1812 Stevens AV s,Day 2,-10383364.0084873,5616018.29535341
896,-10380961.158152,5620881.6719,12/30/2015 12:00:00 AM,646 madison st ne,Day 2,-10380961.1581508,5620881.67189953
897,-10385785.638022,5612787.560327,12/30/2015 12:00:00 AM,3210 girard ave s.,Day 2,-10385785.638021,5612787.56032724
898,-10384918.499415,5626207.949448,12/30/2015 12:00:00 AM,4116 Aldrich Ave n,Day 2,-10384918.4994138,5626207.949448
899,-10379970.7781,5621188.643443,12/30/2015 12:00:00 AM,734 polk st ne,Day 2,-10379970.7780986,5621188.64344278
900,-10382800.563721,5616037.057264,12/30/2015 12:00:00 AM,1800 4TH AVE S,Day 2,-10382800.5637195,5616037.05726389
901,-10379749.386216,5619566.608647,12/30/2015 12:00:00 AM,728 7th ave se,Day 2,-10379749.3862152,5619566.60864682
902,0,0,12/30/2015 12:00:00 AM,128 9th ave ne,Day 2
903,0,0,12/30/2015 12:00:00 AM,2318 N 4th st,Day 2
904,-10387727.689662,5622197.700278,12/30/2015 12:00:00 AM,2402 upton ave n,Day 2,-10387727.6896605,5622197.700278
905,-10382181.276861,5623903.012585,12/30/2015 12:00:00 AM,2610 3rd st n,Day 2,-10382181.2768605,5623903.01258541
906,-10379939.057204,5618863.53825,12/30/2015 12:00:00 AM,330 8th ave se,Day 2,-10379939.0572032,5618863.53825034
907,-10387729.119327,5621492.374111,12/30/2015 12:00:00 AM,2010 Upton ave n,Day 2,-10387729.1193258,5621492.37411138
908,-10379788.17463,5619135.586031,12/30/2015 12:00:00 AM,504 8th Ave se,Day 2,-10379788.174629,5619135.58603089
909,-10379943.285986,5619221.48752,12/30/2015 12:00:00 AM,504 7th ave se,Day 2,-10379943.2859851,5619221.48752019
910,-10381800.236241,5610214.662651,12/30/2015 12:00:00 AM,4132 Elliott ave,Day 2,-10381800.2362397,5610214.66265097
911,-10384425.562373,5622869.574622,12/30/2015 12:00:00 AM,2810 4th st n,Day 2,-10384425.5623722,5622869.57462165
912,-10378957.384852,5619899.939248,12/30/2015 12:00:00 AM,1103 Talmage ave SE,Day 2,-10378957.3848509,5619899.93924755
913,-10380357.216365,5618844.298828,12/30/2015 12:00:00 AM,204 6th ave se,Day 2,-10380357.2163635,5618844.29882824
914,-10386119.10845,5619800.551134,12/30/2015 12:00:00 AM,1102 Irving Ave N,Day 2,-10386119.1084493,5619800.55113428
915,-10378253.779904,5619723.647557,12/30/2015 12:00:00 AM,1024 16th ave SE,Day 2,-10378253.779903,5619723.64755675
916,-10381623.109041,5615359.645313,12/30/2015 12:00:00 AM,2202 10th ave s,Day 2,-10381623.1090395,5615359.64531306
917,0,0,12/30/2015 12:00:00 AM,2222 N 4th st,Day 2
918,-10380347.092325,5618862.481864,12/30/2015 12:00:00 AM,216 6th ave se,Day 2,-10380347.0923242,5618862.48186375
919,-10381802.71073,5611632.223121,12/30/2015 12:00:00 AM,3632 Elliot Ave,Day 2,-10381802.7107287,5611632.22312052
920,-10387727.461277,5622343.733153,12/30/2015 12:00:00 AM,2510 Upton ave n,Day 2,-10387727.4612756,5622343.73315348
921,-10383815.878817,5616615.405205,12/30/2015 12:00:00 AM,102 14th st w,Day 2,-10383815.8788161,5616615.40520505
922,-10380955.470543,5610739.985248,12/30/2015 12:00:00 AM,3946 15th ave s,Day 2,-10380955.4705415,5610739.98524809
923,0,0,12/30/2015 12:00:00 AM,2214 N 4th st,Day 2
924,-10380113.460771,5612270.921484,12/30/2015 12:00:00 AM,3404 Longfellow AVE S,Day 2,-10380113.4607702,5612270.92148386
925,-10381623.125268,5615356.963917,12/30/2015 12:00:00 AM,2204 10th Ave s,Day 2,-10381623.1252668,5615356.96391695
926,-10380910.713229,5611447.508164,12/30/2015 12:00:00 AM,1506 37TH st e,Day 2,-10380910.7132283,5611447.50816441
927,-10380013.577122,5619096.901666,12/30/2015 12:00:00 AM,424 7th ave se,Day 2,-10380013.5771214,5619096.90166587
928,-10384422.060445,5623075.276185,12/30/2015 12:00:00 AM,2928 4th st. n,Day 2,-10384422.0604438,5623075.27618522
929,-10380114.293832,5618915.524079,12/30/2015 12:00:00 AM,306 7th ave se,Day 2,-10380114.2938313,5618915.52407866
930,-10379861.535824,5619003.985186,12/30/2015 12:00:00 AM,420 8th ave SE,Day 2,-10379861.5358232,5619003.98518602
931,-10381623.476698,5615494.54213,12/30/2015 12:00:00 AM,2110 10th ave s,Day 2,-10381623.476697,5615494.54213047
932,-10384594.211027,5621976.095886,12/30/2015 12:00:00 AM,2326 6th st n,Day 2,-10384594.2110262,5621976.09588613
933,-10386181.34887,5615064.825594,12/30/2015 12:00:00 AM,2402 lake pl,Day 2,-10386181.3488695,5615064.82559409
934,-10381662.121582,5609696.410052,12/30/2015 12:00:00 AM,4314 10th ave s,Day 2,-10381662.1215809,5609696.4100524
935,-10379751.050505,5619563.652443,12/30/2015 12:00:00 AM,726 7th ave se,Day 2,-10379751.050504,5619563.65244349
936,-10386210.422591,5612974.232882,12/30/2015 12:00:00 AM,3148 HUMBOLDT AVE S,Day 2,-10386210.42259,5612974.23288162
937,-10381806.328146,5614971.466519,12/30/2015 12:00:00 AM,2440 Elliot AV s,Day 2,-10381806.3281447,5614971.46651883
938,-10384597.246892,5623711.43508,12/30/2015 12:00:00 AM,3244 6th st n,Day 2,-10384597.2468909,5623711.43507965
939,-10379413.464186,5618716.192115,12/30/2015 12:00:00 AM,402 11th Ave Se,Day 2,-10379413.4641845,5618716.19211477
940,-10387727.482423,5622330.211591,12/30/2015 12:00:00 AM,2500 upton ave n,Day 2,-10387727.4824223,5622330.21159094
941,-10381245.604203,5621377.902548,12/30/2015 12:00:00 AM,1130 Adams St NE,Day 2,-10381245.6042018,5621377.90254756
942,-10381247.78298,5622387.056077,12/30/2015 12:00:00 AM,1716 Adams St NE,Day 2,-10381247.7829787,5622387.0560771
943,-10379072.960084,5618955.420912,12/30/2015 12:00:00 AM,614 12th Ave se.,Day 2,-10379072.960083,5618955.42091246
944,-10386215.674674,5612177.583266,12/30/2015 12:00:00 AM,3438 HUMBOLDT AVE S,Day 2,-10386215.6746732,5612177.58326554
945,-10381806.246438,5614982.302837,12/30/2015 12:00:00 AM,2436 Elliot AV s,Day 2,-10381806.2464373,5614982.30283691
946,-10386040.750571,5620247.250149,12/30/2015 12:00:00 AM,1324 Irving Ave N,Day 2,-10386040.7505699,5620247.25014947
947,-10380116.210228,5618912.278875,12/30/2015 12:00:00 AM,304 7TH AVE SE,Day 2,-10380116.2102265,5618912.27887466
948,-10382624.611252,5621629.581388,12/30/2015 12:00:00 AM,1308 Grand St NE,Day 2,-10382624.611251,5621629.58138782
949,-10387584.664271,5622544.790925,12/30/2015 12:00:00 AM,2624 Thomas ave n,Day 2,-10387584.6642701,5622544.79092533
950,-10381245.516009,5621335.241642,12/30/2015 12:00:00 AM,1104 Adams St NE,Day 2,-10381245.5160081,5621335.24164157
951,-10387727.988273,5622047.41928,12/30/2015 12:00:00 AM,2350 upton ave n,Day 2,-10387727.9882719,5622047.41927998
952,-10380029.63352,5618698.975837,12/30/2015 12:00:00 AM,224 8th ave se,Day 2,-10380029.6335193,5618698.97583706
953,-10379963.650953,5618818.844508,12/30/2015 12:00:00 AM,300 8th ave se,Day 2,-10379963.6509518,5618818.84450779
954,-10381245.563498,5621358.212899,12/30/2015 12:00:00 AM,1118 Adams St NE,Day 2,-10381245.563497,5621358.21289864
955,-10381245.848432,5621496.040441,12/30/2015 12:00:00 AM,1202 Adams st NE,Day 2,-10381245.8484307,5621496.04044108
956,-10379960.371786,5618824.803673,12/30/2015 12:00:00 AM,304 8th ave se,Day 2,-10379960.3717853,5618824.80367346
957,-10380946.858583,5611447.588571,12/30/2015 12:00:00 AM,1500 37th st e,Day 2,-10380946.8585817,5611447.58857115
958,-10381815.310642,5613090.355917,12/30/2015 12:00:00 AM,3104 Elliot,Day 2,-10381815.3106414,5613090.35591729
959,-10381689.177836,5621676.197531,12/30/2015 12:00:00 AM,1302 5th st ne,Day 2,-10381689.1778346,5621676.19753063
960,-10381815.360648,5613095.826071,12/30/2015 12:00:00 AM,3102 Elliot,Day 2,-10381815.3606474,5613095.82607141
961,-10381245.570282,5621361.494507,12/30/2015 12:00:00 AM,1120 adams st ne,Day 2,-10381245.5702811,5621361.4945068
962,-10379868.186585,5618992.048092,12/30/2015 12:00:00 AM,412 8th ave se,Day 2,-10379868.1865836,5618992.04809158
963,-10383981.48203,5616559.504377,12/30/2015 12:00:00 AM,1428 spruce pl,Day 2,-10383981.4820287,5616559.50437651
964,-10379058.729081,5619345.774844,12/30/2015 12:00:00 AM,810 11th ave se,Day 2,-10379058.7290803,5619345.77484371
965,-10381688.390619,5621334.662713,12/30/2015 12:00:00 AM,1104 5th st ne,Day 2,-10381688.3906176,5621334.66271261
966,0,0,12/30/2015 12:00:00 AM,3118 Holmes,Day 2
967,-10382626.290852,5621632.989516,12/30/2015 12:00:00 AM,1310 Grand St NE,Day 2,-10382626.2908514,5621632.98951647
968,-10384430.765157,5624567.908762,12/30/2015 12:00:00 AM,3546 4th st n,Day 2,-10384430.7651562,5624567.90876155
969,-10381673.032302,5613041.084562,12/30/2015 12:00:00 AM,3122 10th ave s,Day 2,-10381673.0323007,5613041.084562
970,-10379854.885064,5619015.92228,12/30/2015 12:00:00 AM,428 8th ave se,Day 2,-10379854.8850628,5619015.92228046
971,-10381105.594633,5622112.728609,12/30/2015 12:00:00 AM,1540 jefferson st ne,Day 2,-10381105.5946324,5622112.72860901
972,-10379947.25512,5618848.640336,12/30/2015 12:00:00 AM,320 8th ave se,Day 2,-10379947.2551194,5618848.64033616
973,-10386067.057912,5613092.202907,12/30/2015 12:00:00 AM,3106 Holmes Ave South,Day 2,-10386067.0579107,5613092.20290654
974,-10382627.970453,5621636.397645,12/30/2015 12:00:00 AM,1312 grand st ne,Day 2,-10382627.9704518,5621636.39764512
975,-10381246.503635,5621839.664766,12/30/2015 12:00:00 AM,1402 adams st ne,Day 2,-10381246.5036341,5621839.66476556
976,-10381675.776115,5613332.072643,12/30/2015 12:00:00 AM,3020 10th Ave s,Day 2,-10381675.7761135,5613332.07264305
977,-10381246.230552,5621683.91459,12/30/2015 12:00:00 AM,1306 Adams St NE,Day 2,-10381246.2305511,5621683.9145902
978,-10384595.335142,5622285.617099,12/30/2015 12:00:00 AM,2502 6th st n,Day 2,-10384595.3351408,5622285.61709874
979,-10380112.229421,5611954.903036,12/30/2015 12:00:00 AM,3516 Longfellow ave s,Day 2,-10380112.2294201,5611954.90303629
980,-10384595.334398,5622282.256318,12/30/2015 12:00:00 AM,2500 6th st n,Day 2,-10384595.3343972,5622282.25631777
981,0,0,12/30/2015 12:00:00 AM,3554 Holmes,Day 2
982,-10386040.851884,5620233.044636,12/30/2015 12:00:00 AM,1318 irving ave n,Day 2,-10386040.8518832,5620233.04463554
983,-10379324.96736,5618510.523164,12/30/2015 12:00:00 AM,326 12th Ave Se,Day 2,-10379324.9673595,5618510.52316378
984,-10379408.418525,5618725.09835,12/30/2015 12:00:00 AM,408 11th ave se,Day 2,-10379408.4185237,5618725.09835008
985,-10381664.844162,5615025.757857,12/30/2015 12:00:00 AM,2420 10TH AVE S,Day 2,-10381664.8441606,5615025.75785682
986,-10385614.726048,5616259.296572,12/30/2015 12:00:00 AM,1722 Fremont ave S,Day 2,-10385614.7260473,5616259.29657173
987,-10379701.511344,5619290.002547,12/30/2015 12:00:00 AM,604 8th ave se,Day 2,-10379701.5113434,5619290.00254735
988,0,0,12/30/2015 12:00:00 AM,2210 N 4th st,Day 2
989,-10387586.278777,5621643.228497,12/30/2015 12:00:00 AM,2114 Thomas Ave N,Day 2,-10387586.2787764,5621643.22849675
990,-10386216.904107,5611974.624423,12/30/2015 12:00:00 AM,3508 Humboldt ave s,Day 2,-10386216.9041057,5611974.62442266
991,-10382230.157606,5616769.498621,12/30/2015 12:00:00 AM,1010 park Ave,Day 2,-10382230.1576054,5616769.49862134
992,-10386037.138199,5620971.208126,12/30/2015 12:00:00 AM,1714 Irving Ave N,Day 2,-10386037.1381979,5620971.20812575
993,-10379608.07413,5619455.554393,12/30/2015 12:00:00 AM,712 8th ave SE,Day 2,-10379608.0741288,5619455.55439287
994,-10381247.676661,5622357.926186,12/30/2015 12:00:00 AM,1702 Adams St NE,Day 2,-10381247.6766596,5622357.92618612
995,-10381664.480599,5615068.939739,12/30/2015 12:00:00 AM,2404 10 the av s,Day 2,-10381664.4805978,5615068.93973901
996,-10386039.415995,5620438.278131,12/30/2015 12:00:00 AM,1402 irving ave n,Day 2,-10386039.4159938,5620438.27813087
997,-10384430.740898,5624562.478494,12/30/2015 12:00:00 AM,3544 4th st n,Day 2,-10384430.7408968,5624562.47849449
998,-10381497.180653,5622994.212485,12/30/2015 12:00:00 AM,2110 6th ave ne,Day 2,-10381497.1806518,5622994.21248494
999,-10379326.685212,5618507.543463,12/30/2015 12:00:00 AM,324 12th ave se,Day 2,-10379326.6852111,5618507.54346321
1000,-10382515.717543,5621536.419417,12/30/2015 12:00:00 AM,1224 main st ne,Day 2,-10382515.717542,5621536.41941659
1001,0,0,12/31/2015 12:00:00 AM,1047 13th ave s e,Day 3
1002,-10379955.601666,5619224.444307,12/31/2015 12:00:00 AM,503 7th Ave Se,Day 3,-10379955.6016649,5619224.44430686
1003,-10385118.588333,5620792.638347,12/31/2015 12:00:00 AM,1611 Bryant Ave n,Day 3,-10385118.5883318,5620792.63834723
1004,-10380597.394064,5619227.065954,12/31/2015 12:00:00 AM,327 4th ave se,Day 3,-10380597.3940634,5619227.06595364
1005,-10381225.688675,5610218.877689,12/31/2015 12:00:00 AM,4131 13th ave S,Day 3,-10381225.6886743,5610218.87768855
1006,-10381011.010806,5619957.55429,12/31/2015 12:00:00 AM,101 5th st ne,Day 3,-10381011.0108046,5619957.55429046
1007,-10386203.326666,5612204.822669,12/31/2015 12:00:00 AM,3429 Humboldt Ave South,Day 3,-10386203.3266647,5612204.82266923
1008,-10381511.630041,5611958.783046,12/31/2015 12:00:00 AM,3517 11th ave S,Day 3,-10381511.6300402,5611958.78304605
1009,-10380610.649235,5619203.295519,12/31/2015 12:00:00 AM,311 4th ave se,Day 3,-10380610.6492342,5619203.29551946
1010,-10385190.027239,5616120.939783,12/31/2015 12:00:00 AM,1787 colfax ave s,Day 3,-10385190.0272375,5616120.93978251
1011,-10381652.123118,5611883.069693,12/31/2015 12:00:00 AM,3545 10th ave s,Day 3,-10381652.1231171,5611883.06969277
1012,-10381328.401229,5620209.956504,12/31/2015 12:00:00 AM,311 4th st ne,Day 3,-10381328.4012282,5620209.95650447
1013,-10380103.791739,5612982.936925,12/31/2015 12:00:00 AM,3145. Longfellow ave s,Day 3,-10380103.7917384,5612982.93692483
1014,-10382648.73339,5615360.262766,12/31/2015 12:00:00 AM,2201 5TH AVE S,Day 3,-10382648.7333886,5615360.26276601
1015,-10381031.678691,5620000.265792,12/31/2015 12:00:00 AM,129 5th st ne,Day 3,-10381031.6786902,5620000.26579239
1016,-10381365.972169,5611325.765696,12/31/2015 12:00:00 AM,3741 12th ave s,Day 3,-10381365.9721682,5611325.76569635
1017,-10381096.634563,5620134.502019,12/31/2015 12:00:00 AM,217 5th st ne,Day 3,-10381096.6345619,5620134.50201852
1018,-10381652.597029,5611937.572201,12/31/2015 12:00:00 AM,3525 10th ave s,Day 3,-10381652.5970277,5611937.57220142
1019,-10379956.297152,5618857.497721,12/31/2015 12:00:00 AM,323 8th ave se,Day 3,-10379956.2971514,5618857.49772078
1020,-10381021.344748,5619978.910041,12/31/2015 12:00:00 AM,115 5th st ne,Day 3,-10381021.3447474,5619978.91004143
1021,-10381368.532497,5611658.097813,12/31/2015 12:00:00 AM,3623 12th ave s,Day 3,-10381368.5324955,5611658.09781272
1022,-10382648.480853,5615502.255455,12/31/2015 12:00:00 AM,2105 5TH AVE S,Day 3,-10382648.4808517,5615502.25545503
1023,-10381018.392193,5619972.808398,12/31/2015 12:00:00 AM,111 5th st ne,Day 3,-10381018.3921923,5619972.80839829
1024,-10386203.295429,5612210.284495,12/31/2015 12:00:00 AM,3427 HUMBOLDT AVE S,Day 3,-10386203.295428,5612210.28449522
1025,-10381946.041865,5621180.101967,12/31/2015 12:00:00 AM,329 9th ave ne,Day 3,-10381946.0418637,5621180.10196692
1026,-10378918.791855,5619259.361505,12/31/2015 12:00:00 AM,809 12TH AVE SE,Day 3,-10378918.7918538,5619259.36150479
1027,-10385331.531275,5615900.322843,12/31/2015 12:00:00 AM,1907 DuPont ave s,Day 3,-10385331.5312737,5615900.3228429
1028,-10381650.143274,5611653.536359,12/31/2015 12:00:00 AM,3625 10th ave s,Day 3,-10381650.1432729,5611653.53635858
1029,0,0,12/31/2015 12:00:00 AM,3217 HOLMES,Day 3
1030,-10379967.774235,5618836.640641,12/31/2015 12:00:00 AM,309 8 th ave se,Day 3,-10379967.7742341,5618836.64064092
1031,-10381326.455562,5620206.01905,12/31/2015 12:00:00 AM,309 4th st ne,Day 3,-10381326.4555611,5620206.01904964
1032,-10378915.992907,5619264.16213,12/31/2015 12:00:00 AM,813 12TH AVE SE,Day 3,-10378915.992906,5619264.16213004
1033,-10379950.534287,5618842.68117,12/31/2015 12:00:00 AM,316 8th ave se,Day 3,-10379950.5342859,5618842.68117048
1034,-10381964.393545,5621170.787653,12/31/2015 12:00:00 AM,317 9th ave ne,Day 3,-10381964.393544,5621170.78765293
1035,-10385763.185136,5623170.238352,12/31/2015 12:00:00 AM,2951 GIRARD AVE N,Day 3,-10385763.1851353,5623170.238352
1036,-10381647.456128,5611342.692486,12/31/2015 12:00:00 AM,3735 10TH av s,Day 3,-10381647.4561268,5611342.69248623
1037,-10379618.726883,5619461.484343,12/31/2015 12:00:00 AM,713 8th Avenue Southeast,Day 3,-10379618.726882,5619461.48434287
1038,-10385912.676517,5619668.077518,12/31/2015 12:00:00 AM,1011 humboldt ave n,Day 3,-10385912.6765161,5619668.07751821
1039,-10384456.526306,5623011.573993,12/31/2015 12:00:00 AM,415 29th Ave n,Day 3,-10384456.5263053,5623011.57399278
1040,-10385763.000573,5623046.202034,12/31/2015 12:00:00 AM,2905 girard ave n,Day 3,-10385763.0005717,5623046.20203401
1041,-10378266.786345,5619623.489598,12/31/2015 12:00:00 AM,1003 16th ave SE,Day 3,-10378266.7863442,5619623.48959799
1042,-10379083.583312,5618961.403595,12/31/2015 12:00:00 AM,615 12th ave se,Day 3,-10379083.583311,5618961.40359462
1043,-10379953.017986,5618863.456886,12/31/2015 12:00:00 AM,327 8th ave se,Day 3,-10379953.017985,5618863.45688645
1044,-10385473.899199,5615620.191276,12/31/2015 12:00:00 AM,2019 emerson ave s,Day 3,-10385473.8991982,5615620.19127589
1045,-10379090.230053,5618949.601221,12/31/2015 12:00:00 AM,607 12th ave se,Day 3,-10379090.2300525,5618949.60122103
1046,-10380022.525968,5619105.849669,12/31/2015 12:00:00 AM,427 7th Ave se,Day 3,-10380022.5259673,5619105.84966926
1047,-10378806.498332,5619473.42676,12/31/2015 12:00:00 AM,1211 brook Ave SE,Day 3,-10378806.4983307,5619473.42676017
1048,-10385763.169087,5623159.452585,12/31/2015 12:00:00 AM,2947 girard ave n,Day 3,-10385763.1690863,5623159.45258522
1049,-10381650.420259,5611686.204997,12/31/2015 12:00:00 AM,3613 10th Ave s,Day 3,-10381650.4202578,5611686.20499737
1050,-10385763.427311,5623324.731099,12/31/2015 12:00:00 AM,3007 girard ave n,Day 3,-10385763.4273097,5623324.731099
1051,-10385289.157271,5620440.246938,12/31/2015 12:00:00 AM,1405 dupont ave n,Day 3,-10385289.15727,5620440.24693795
1052,-10380102.170042,5612524.618435,12/31/2015 12:00:00 AM,3305 Longfellow ave s,Day 3,-10380102.1700406,5612524.6184349
1053,-10379340.683322,5618507.673482,12/31/2015 12:00:00 AM,321 12th ave se,Day 3,-10379340.6833207,5618507.67348157
1054,-10379605.52996,5619485.191721,12/31/2015 12:00:00 AM,729 8th ave se,Day 3,-10379605.5299587,5619485.19172116
1055,-10386049.233373,5620990.950572,12/31/2015 12:00:00 AM,1727 Irving ave n,Day 3,-10386049.2333721,5620990.95057231
1056,-10386050.15363,5620788.942418,12/31/2015 12:00:00 AM,1611 Irving Ave n,Day 3,-10386050.153629,5620788.94241816
1057,-10386191.570365,5620214.173977,12/31/2015 12:00:00 AM,1311 James Ave N,Day 3,-10386191.5703643,5620214.17397672
1058,-10379607.179575,5619482.228299,12/31/2015 12:00:00 AM,727 8th ave se,Day 3,-10379607.1795741,5619482.22829887
1059,-10381649.681632,5611599.088627,12/31/2015 12:00:00 AM,3645 10th ave s,Day 3,-10381649.6816314,5611599.08862725
1060,0,0,12/31/2015 12:00:00 AM,1033 16th ave s e,Day 3
1061,-10380108.539576,5618951.142917,12/31/2015 12:00:00 AM,327 7th ave se,Day 3,-10380108.539575,5618951.14291704
1062,-10378759.962716,5619176.320937,12/31/2015 12:00:00 AM,815 13TH AVE SE,Day 3,-10378759.9627146,5619176.32093682
1063,-10381787.898026,5611321.069918,12/31/2015 12:00:00 AM,3743 ELLIOT AVE S,Day 3,-10381787.8980253,5611321.06991837
1064,-10380366.181208,5618853.260309,12/31/2015 12:00:00 AM,207 6th ave se,Day 3,-10380366.1812066,5618853.2603086
1065,-10378981.036523,5620367.557314,12/31/2015 12:00:00 AM,349 ulysses st ne,Day 3,-10378981.0365218,5620367.5573136
1066,-10381787.759515,5611304.724947,12/31/2015 12:00:00 AM,3749 elliot,Day 3,-10381787.7595143,5611304.72494713
1067,-10385615.014243,5615796.942692,12/31/2015 12:00:00 AM,1939 fremont ave s,Day 3,-10385615.0142423,5615796.94269233
1068,-10384425.104482,5622696.685196,12/31/2015 12:00:00 AM,2722 4th st n,Day 3,-10384425.1044807,5622696.68519624
1069,-10382049.924654,5622701.565047,12/31/2015 12:00:00 AM,317 19th ave ne,Day 3,-10382049.9246531,5622701.56504715
1070,-10384200.247238,5615631.645181,12/31/2015 12:00:00 AM,2009 PLEASANT AVE S,Day 3,-10384200.2472375,5615631.64518061
1071,-10379526.132231,5615620.895949,12/31/2015 12:00:00 AM,2023 22nd ave s,Day 3,-10379526.1322295,5615620.89594868
1072,-10388027.791337,5620867.670498,12/31/2015 12:00:00 AM,1635 Washburn Ave n,Day 3,-10388027.7913357,5620867.67049849
1073,-10383211.705408,5616167.639296,12/31/2015 12:00:00 AM,1727 2nd ave s,Day 3,-10383211.7054073,5616167.63929621
1074,-10379873.849041,5619006.934861,12/31/2015 12:00:00 AM,419 8th ave se,Day 3,-10379873.8490399,5619006.93486064
1075,-10385617.45553,5619787.491425,12/31/2015 12:00:00 AM,1115 fremont ave n,Day 3,-10385617.4555287,5619787.49142483
1076,-10379959.521193,5611584.859598,12/31/2015 12:00:00 AM,3649 19th ave s,Day 3,-10379959.5211916,5611584.85959777
1077,-10381792.811452,5611894.04972,12/31/2015 12:00:00 AM,3541 elliot ave s,Day 3,-10381792.8114511,5611894.04972015
1078,-10384608.98473,5623601.698715,12/31/2015 12:00:00 AM,3205 6th st n,Day 3,-10384608.9847291,5623601.69871507
1079,-10387884.908577,5620220.794672,12/31/2015 12:00:00 AM,1309 Vincent Ave n,Day 3,-10387884.9085757,5620220.79467179
1080,-10384486.247694,5615068.392943,12/31/2015 12:00:00 AM,2405 Harriet ave s,Day 3,-10384486.2476929,5615068.39294335
1081,-10383072.031492,5614460.524742,12/31/2015 12:00:00 AM,2621 3rd ave s,Day 3,-10383072.0314911,5614460.52474227
1082,-10382314.015623,5622701.166286,12/31/2015 12:00:00 AM,215 19th ave ne,Day 3,-10382314.0156223,5622701.16628639
1083,-10387885.054356,5620319.673704,12/31/2015 12:00:00 AM,1345 Vincent ave n,Day 3,-10387885.0543552,5620319.67370403
1084,-10378996.472737,5615739.318884,12/31/2015 12:00:00 AM,921 25th ave s,Day 3,-10378996.4727361,5615739.31888392
1085,-10385763.722013,5623457.06012,12/31/2015 12:00:00 AM,3105 girard ave n,Day 3,-10385763.7220118,5623457.06012048
1086,-10382330.382239,5622701.157054,12/31/2015 12:00:00 AM,205 19th ave ne,Day 3,-10382330.382238,5622701.15705356
1087,-10378972.116504,5620377.085447,12/31/2015 12:00:00 AM,355 ulysses st ne,Day 3,-10378972.1165028,5620377.08544709
1088,-10382107.404429,5622358.149328,12/31/2015 12:00:00 AM,309 17th ave ne,Day 3,-10382107.4044279,5622358.14932772
1089,-10378840.005267,5619034.658854,12/31/2015 12:00:00 AM,719 13 th ave se,Day 3,-10378840.0052663,5619034.65885446
1090,-10381468.209535,5622352.322966,12/31/2015 12:00:00 AM,607 17th ave ne,Day 3,-10381468.2095344,5622352.32296594
1091,-10385773.911652,5612694.581736,12/31/2015 12:00:00 AM,3245 GIRARD  AVE S,Day 3,-10385773.9116515,5612694.58173602
1092,-10384486.322288,5615057.590111,12/31/2015 12:00:00 AM,2409 Harriet ave s,Day 3,-10384486.3222868,5615057.59011133
1093,-10379479.368852,5619157.41009,12/31/2015 12:00:00 AM,919 6TH ST SE,Day 3,-10379479.3688508,5619157.41009027
1094,-10383326.154611,5616208.513009,12/31/2015 12:00:00 AM,141 17th St E,Day 3,-10383326.1546099,5616208.51300922
1095,-10383072.203415,5614433.427596,12/31/2015 12:00:00 AM,2631 3rd ave s,Day 3,-10383072.2034138,5614433.42759564
1096,-10383741.072855,5616223.412981,12/31/2015 12:00:00 AM,15 oak grove st,Day 3,-10383741.072854,5616223.41298121
1097,-10386053.178683,5620214.190901,12/31/2015 12:00:00 AM,1311 irving ave n,Day 3,-10386053.1786819,5620214.19090122
1098,-10382122.672876,5622701.37445,12/31/2015 12:00:00 AM,307 19th ave ne,Day 3,-10382122.6728752,5622701.37445034
1099,-10380124.96479,5618921.421208,12/31/2015 12:00:00 AM,307 7th ave se,Day 3,-10380124.9647886,5618921.42120757
1100,-10381098.572203,5613208.371767,12/31/2015 12:00:00 AM,3055 14th Ave S,Day 3,-10381098.5722024,5613208.37176698
1101,-10378795.764283,5619473.403184,12/31/2015 12:00:00 AM,1219 brook ave se,Day 3,-10378795.7642825,5619473.40318381
1102,-10386468.750209,5623954.23376,12/31/2015 12:00:00 AM,3323 Logan Ave N,Day 3,-10386468.7502084,5623954.23375991
1103,-10385779.247783,5612181.49545,12/31/2015 12:00:00 AM,3437 GIRARD AVE S,Day 3,-10385779.2477816,5612181.49545011
1104,-10382122.672876,5622701.37445,12/31/2015 12:00:00 AM,307 19th ave ne,Day 3,-10382122.6728752,5622701.37445034
1105,-10384200.258586,5615628.961303,12/31/2015 12:00:00 AM,2011 PLEASANT AVE S,Day 3,-10384200.2585853,5615628.96130332
1106,-10384612.080337,5624250.962421,12/31/2015 12:00:00 AM,3435 6th St N,Day 3,-10384612.0803364,5624250.96242053
1107,-10377526.777453,5619363.37491,12/31/2015 12:00:00 AM,895 21st Ave. SE.,Day 3,-10377526.7774524,5619363.3749098
1108,-10378996.433724,5615735.42548,12/31/2015 12:00:00 AM,925 25th Ave. S.,Day 3,-10378996.4337227,5615735.42548022
1109,-10386053.144912,5620218.926073,12/31/2015 12:00:00 AM,1313 Irving Ave n,Day 3,-10386053.1449108,5620218.92607253
1110,-10384616.139266,5625330.948536,12/31/2015 12:00:00 AM,3813 6th st n,Day 3,-10384616.1392646,5625330.94853578
