played,album,artist,title,station,Count
11/26/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
11/27/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
11/27/23,Merry Christmas,Johnny Mathis,Sleigh Ride,litefm,4
11/27/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
11/27/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
11/27/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
11/27/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
11/27/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
11/27/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
11/27/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
11/27/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
11/27/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
11/27/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
11/27/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
11/27/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
11/27/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
11/27/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
11/27/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
11/27/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
11/27/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
11/27/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
11/28/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
11/28/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
11/28/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
11/28/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,star1021,4
11/28/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
11/28/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
11/28/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
11/28/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
11/28/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,kost1035,4
11/28/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
11/28/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
11/28/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
11/28/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
11/28/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
11/28/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
11/29/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
11/29/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
11/29/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
11/29/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
11/29/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
11/29/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
11/29/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
11/29/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
11/29/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
11/29/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
11/29/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
11/29/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
11/29/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
11/29/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
11/29/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
11/29/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
11/29/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
11/29/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
11/29/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kg95,4
11/29/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
11/29/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
11/29/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
11/29/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
11/29/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
11/29/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
11/29/23,Merry Christmas,Andy Williams,Winter Wonderland,957bigfm,4
11/29/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
11/29/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
11/29/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
11/29/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
11/29/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
11/30/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
11/30/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
11/30/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
11/30/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
11/30/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
11/30/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
11/30/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
11/30/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
11/30/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
11/30/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
11/30/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
11/30/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
11/30/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
11/30/23,The Classic Christmas Album,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,magic107,4
11/30/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kool108,4
11/30/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
11/30/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
11/30/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
11/30/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
11/30/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/1/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/1/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/1/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
12/1/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
12/1/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/1/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/1/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
12/1/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
12/1/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,litefm,4
12/1/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/1/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
12/1/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/1/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
12/2/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/2/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/2/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/2/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
12/2/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
12/2/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/2/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/2/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/2/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/2/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/2/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/2/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/2/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/2/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/2/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/2/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/2/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
12/2/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
12/2/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/2/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/2/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
12/2/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
12/2/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
12/3/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
12/3/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/3/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/3/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/3/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/3/23,Home For Christmas,Amy Grant,Rockin' Around The Christmas Tree,litefm,4
12/3/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/3/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/3/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
12/3/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/3/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/3/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/3/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
12/3/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/3/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
12/3/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/3/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/3/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/3/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
12/3/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/3/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
12/3/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/3/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
12/4/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/4/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/4/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/4/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/4/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/4/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/4/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
12/4/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/4/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/4/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/4/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/4/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/4/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/4/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kost1035,4
12/4/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/4/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
12/5/23,The Christmas Collection,Amy Grant,Winter Wonderland,987theriver,4
12/5/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,star1021,4
12/5/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/5/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/5/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/5/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/5/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,magic107,4
12/5/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/5/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
12/5/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/5/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/5/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/5/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/5/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/5/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/5/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
12/5/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/5/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/5/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/6/23,Merry Christmas,Andy Williams,Winter Wonderland,987theriver,4
12/6/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,litefm,4
12/6/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/6/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/6/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/6/23,Merry Christmas,Andy Williams,Winter Wonderland,star1021,4
12/6/23,Merry Christmas,Andy Williams,Winter Wonderland,kg95,4
12/6/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/6/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/6/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
12/6/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/6/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
12/6/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
12/6/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kost1035,4
12/6/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kool108,4
12/6/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/6/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/6/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/7/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/7/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/7/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/7/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/7/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/7/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/7/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
12/7/23,Merry Christmas,Andy Williams,Winter Wonderland,987theriver,4
12/7/23,Merry Christmas,Johnny Mathis,Sleigh Ride,magic107,4
12/7/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
12/7/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
12/7/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/7/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/7/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/7/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
12/7/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/7/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,957bigfm,4
12/7/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kost1035,4
12/7/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/7/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
12/7/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/7/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,magic107,4
12/7/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/7/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,kg95,4
12/7/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/8/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,987theriver,4
12/8/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,litefm,4
12/8/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,kool108,4
12/8/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/8/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/8/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,kg95,4
12/8/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,957bigfm,4
12/8/23,Merry Christmas,Johnny Mathis,Sleigh Ride,987theriver,4
12/8/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/8/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/8/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/8/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kost1035,4
12/8/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/8/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
12/9/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/9/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/9/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,star1021,4
12/9/23,Merry Christmas,Mariah Carey,All I Want for Christmas Is You,star1021,4
12/9/23,Merry Christmas,Mariah Carey,Santa Claus Is Comin' to Town,957bigfm,4
12/9/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kool108,4
12/9/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kool108,4
12/9/23,A Jolly Christmas,Frank Sinatra,Have Yourself a Merry Little Christmas,kg95,4
12/9/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/9/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kool108,4
12/9/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/9/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kost1035,4
12/9/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kool108,4
12/9/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kool108,4
12/9/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
12/9/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/9/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,star1021,4
12/9/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,957bigfm,4
12/9/23,The Christmas Collection,Amy Grant,Winter Wonderland,kg95,4
12/9/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/9/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,987theriver,4
12/10/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,magic107,4
12/10/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/10/23,Merry Christmas,Johnny Mathis,Sleigh Ride,kg95,4
12/10/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/10/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
12/10/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,star1021,4
12/10/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/10/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,957bigfm,4
12/10/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,kg95,4
12/10/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kool108,4
12/10/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,987theriver,4
12/10/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,987theriver,4
12/10/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/10/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,litefm,4
12/10/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/10/23,The Christmas Collection,Amy Grant,Winter Wonderland,star1021,4
12/10/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,star1021,4
12/10/23,The Christmas Collection,Amy Grant,Winter Wonderland,kost1035,4
12/10/23,Christmas With The Rat Pack,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,kg95,4
12/10/23,Merry Christmas,Andy Williams,Let It Snow! Let It Snow! Let It Snow!,kost1035,4
12/11/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,987theriver,4
12/11/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,magic107,4
12/11/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,kg95,4
12/11/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,987theriver,4
12/11/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,kg95,4
12/11/23,The Christmas Collection,Amy Grant,Winter Wonderland,957bigfm,4
12/11/23,Rockin' Around The Christmas Tree/The Decca Christmas Recordings,Brenda Lee,Rockin' Around The Christmas Tree,957bigfm,4
12/11/23,The Andy Williams Christmas Album,Andy Williams,It's the Most Wonderful Time of the Year,star1021,4
12/11/23,Jingle Bell Rock,Brenda Lee,Jingle Bell Rock,star1021,4
12/11/23,The Christmas Collection,Amy Grant,Winter Wonderland,magic107,4
12/11/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,magic107,4
12/11/23,Merry Christmas,Johnny Mathis,Sleigh Ride,star1021,4
12/11/23,The Christmas Collection,Amy Grant,Winter Wonderland,kool108,4
12/11/23,A Jolly Christmas From Frank Sinatra,Frank Sinatra,Jingle Bells,kg95,4
