email_id,label
376,Category Promotions
376,Unread
376,Personal
377,Archived
377,Category Promotions
377,Unread
377,Personal
378,Archived
378,Category Promotions
378,Unread
378,Personal
379,Archived
379,Category Promotions
379,Unread
379,Personal
380,Archived
380,Category Promotions
380,Unread
380,Personal
381,Inbox
381,Category Promotions
381,Unread
382,Inbox
382,Category Promotions
382,Unread
383,Inbox
383,Category Promotions
383,Unread
384,Inbox
384,Category Promotions
384,Unread
385,Archived
385,Category Promotions
385,Unread
385,Personal
386,Inbox
386,Category Promotions
386,Unread
387,Archived
387,Category Promotions
387,Unread
387,Personal
388,Inbox
388,Category Promotions
388,Unread
389,Archived
389,Category Promotions
389,Unread
389,Personal
390,Inbox
390,Category Promotions
390,Unread
391,Archived
391,Category Promotions
391,Unread
391,Personal
392,Archived
392,Category Promotions
392,Unread
392,Personal
393,Inbox
393,Category Promotions
393,Unread
394,Archived
394,Category Promotions
394,Unread
394,Personal
395,Inbox
395,Category Promotions
395,Unread
396,Inbox
396,Category Promotions
396,Unread
397,Inbox
397,Category Promotions
397,Unread
398,Inbox
398,Category Promotions
398,Unread
399,Archived
399,Category Promotions
399,Unread
399,Personal
400,Inbox
400,Category Promotions
400,Unread
401,Inbox
401,Category Promotions
401,Unread
402,Archived
402,Category Promotions
402,Unread
402,Personal
403,Archived
403,Category Promotions
403,Unread
403,Personal
404,Archived
404,Category Promotions
404,Unread
404,Personal
405,Inbox
405,Category Promotions
405,Unread
406,Inbox
406,Category Promotions
406,Unread
407,Archived
407,Category Promotions
407,Unread
407,Personal
408,Archived
408,Category Promotions
408,Unread
408,Personal
409,Archived
409,Category Promotions
409,Unread
409,Personal
410,Inbox
410,Category Promotions
410,Unread
411,Inbox
411,Category Promotions
411,Unread
412,Archived
412,Category Promotions
412,Unread
412,Personal
413,Archived
413,Category Promotions
413,Unread
413,Personal
414,Inbox
414,Category Promotions
414,Unread
415,Archived
415,Category Promotions
415,Unread
415,Personal
416,Inbox
416,Category Promotions
416,Unread
417,Inbox
417,Category Promotions
417,Unread
418,Archived
418,Category Promotions
418,Unread
418,Personal
419,Inbox
419,Category Promotions
419,Unread
420,Inbox
420,Category Promotions
420,Unread
421,Archived
421,Category Promotions
421,Unread
421,Personal
422,Inbox
422,Category Promotions
422,Unread
423,Archived
423,Category Promotions
423,Unread
423,Personal
424,Inbox
424,Category Promotions
424,Unread
425,Archived
425,Category Promotions
425,Unread
425,Personal
426,Archived
426,Category Promotions
426,Unread
426,Personal
427,Archived
427,Category Promotions
427,Unread
427,Personal
428,Inbox
428,Category Promotions
428,Unread
429,Archived
429,Category Promotions
429,Unread
429,Personal
430,Inbox
430,Category Promotions
430,Unread
431,Inbox
431,Category Promotions
431,Unread
432,Archived
432,Category Promotions
432,Unread
432,Personal
433,Archived
433,Category Promotions
433,Unread
433,Personal
434,Inbox
434,Category Promotions
434,Unread
435,Archived
435,Category Promotions
435,Unread
435,Personal
436,Archived
436,Category Promotions
436,Unread
436,Personal
437,Archived
437,Category Promotions
437,Unread
437,Personal
438,Archived
438,Category Promotions
438,Unread
438,Personal
439,Archived
439,Category Promotions
439,Unread
439,Personal
440,Inbox
440,Category Promotions
440,Unread
441,Archived
441,Category Promotions
441,Unread
441,Personal
442,Archived
442,Category Promotions
442,Unread
442,Personal
443,Inbox
443,Category Promotions
443,Unread
444,Archived
444,Category Promotions
444,Unread
444,Personal
445,Archived
445,Category Promotions
445,Unread
445,Personal
446,Archived
446,Category Promotions
446,Unread
446,Personal
447,Inbox
447,Category Promotions
447,Unread
448,Archived
448,Category Promotions
448,Unread
448,Personal
449,Archived
449,Category Promotions
449,Unread
449,Personal
450,Inbox
450,Category Promotions
450,Unread
451,Archived
451,Category Promotions
451,Unread
451,Personal
452,Inbox
452,Category Promotions
452,Unread
453,Archived
453,Category Promotions
453,Unread
453,Personal
454,Archived
454,Category Promotions
454,Unread
454,Personal
455,Archived
455,Category Promotions
455,Unread
455,Personal
456,Archived
456,Category Promotions
456,Unread
456,Personal
457,Archived
457,Category Promotions
457,Unread
457,Personal
458,Archived
458,Category Promotions
458,Unread
458,Personal
459,Archived
459,Category Promotions
459,Unread
459,Personal
460,Archived
460,Category Promotions
460,Unread
460,Personal
461,Archived
461,Category Promotions
461,Unread
461,Personal
462,Archived
462,Category Promotions
