Date,Phase (degrees),Distance (M), Declination (degrees) , Azimuth (degrees) , Altitude (degrees) 
6/4/15,94,382256755.4, (18.32), 49.93 , (54.73)
6/5/15,88,379950285.5, (16.71), 28.00 , (59.19)
6/6/15,79,377946849.4, (14.14), 2.83 , (59.12)
6/7/15,69,376220079.5, (10.79), 340.66 , (54.44)
6/8/15,59,374748241.2, (6.85), 324.23 , (46.58)
6/9/15,47,373539554.5, (2.54), 312.32 , (36.94)
6/10/15,36,372647381.4, 1.89 , 303.16 , (26.34)
6/11/15,25,372170225.2, 6.19 , 295.54 , (15.27)
6/12/15,16,372235429.7, 10.13 , 288.63 , (2.55)
6/13/15,9,372969433.1, 13.45 , 281.86 , 7.30 
6/14/15,3,374461473.7, 15.95 , 274.68 , 18.17 
6/15/15,1,376730395.3, 17.47 , 266.53 , 28.57 
6/16/15,0,379703469.8, 17.94 , 256.68 , 38.12 
6/17/15,2,383213262.3, 17.38 , 244.21 , 46.32 
6/18/15,6,387012539.1, 15.89 , 228.23 , 52.48 
6/19/15,12,390802829.3, 13.62 , 208.88 , 55.73 
6/20/15,19,394269744.3, 10.74 , 188.44 , 55.50 
6/21/15,27,397118017.6, 7.43 , 170.18 , 52.08 
6/22/15,36,399102052.7, 3.83 , 155.54 , 46.34 
6/23/15,45,400048980.9, 0.09 , 144.12 , 39.13 
6/24/15,54,399873952.8, (3.68), 134.96 , 31.02 
6/25/15,64,398587835.8, (7.35), 127.24 , 22.32 
6/26/15,73,396297179.3, (10.79), 120.33 , 13.19 
6/27/15,81,393196308.2, (13.84), 113.75 , 3.85 
6/28/15,88,389551091, (16.34), 107.09 , (5.89)
6/29/15,94,385673513.1, (18.10), 99.92 , (15.88)
6/30/15,98,381888586.8, (18.95), 91.71 , (25.62)
7/1/15,100,378495688.7, (18.76), 81.72 , (34.96)
7/2/15,99,375731568.2, (17.48), 68.93 , (43.34)
7/3/15,96,373742029.8, (15.16), 52.25 , (49.87)
7/4/15,90,372570682.5, (11.95), 31.54 , (53.33)
7/5/15,81,372167717.3, (8.07), 9.33 , (52.75)
7/6/15,72,372417215.1, (3.78), 349.53 , (48.33)
7/7/15,61,373174451.1, 0.67 , 333.80 , (41.20)
7/8/15,49,374302816.4, 5.01 , 321.53 , (32.48)
7/9/15,38,375701439, 9.01 , 311.58 , (22.94)
7/10/15,28,377317514.5, 12.45 , 302.99 , (13.03)
7/11/15,18,379142369.7, 15.15 , 295.06 , (1.84)
7/12/15,11,381194151.9, 16.95 , 287.26 , 6.88 
7/13/15,5,383492610.6, 17.77 , 279.13 , 16.27 
7/14/15,2,386032904.1, 17.58 , 270.21 , 25.12 
7/15/15,0,388764979.7, 16.45 , 260.00 , 33.12 
7/16/15,1,391582984.5, 14.49 , 248.01 , 39.91 
7/17/15,4,394326902.7, 11.86 , 233.91 , 45.02 
7/18/15,8,396795443.4, 8.71 , 217.93 , 47.96 
7/19/15,14,398767217.8, 5.21 , 201.09 , 48.42 
7/20/15,21,400025957.3, 1.51 , 184.94 , 46.43 
7/21/15,29,400386846.1, (2.25), 170.56 , 42.37 
7/22/15,38,399720659.5, (5.95), 158.24 , 36.74 
7/23/15,48,397973861.5, (9.46), 147.65 , 30.00 
7/24/15,57,395183826.4, (12.64), 138.33 , 22.44 
7/25/15,67,391486675.5, (15.36), 129.79 , 14.29 
7/26/15,76,387117103.1, (17.43), 121.59 , 5.74 
7/27/15,85,382396638.6, (18.69), 113.31 , (2.04)
7/28/15,91,377708462.8, (18.98), 104.52 , (12.42)
7/29/15,97,373457805.1, (18.18), 94.73 , (21.37)
7/30/15,99,370020566.5, (16.27), 83.32 , (29.82)
7/31/15,100,367688739.3, (13.35), 69.62 , (37.16)
8/1/15,97,366625195.4, (9.61), 53.18 , (42.62)
8/2/15,91,366841951.6, (5.32), 34.41 , (45.33)
8/3/15,84,368209225.9, (0.78), 15.03 , (44.80)
8/4/15,74,370492776.7, 3.70 , 357.18 , (41.26)
8/5/15,63,373406811.8, 7.87 , 341.93 , (35.49)
8/6/15,52,376667698.7, 11.48 , 329.16 , (28.32)
8/7/15,41,380034891.1, 14.36 , 318.24 , (20.40)
8/8/15,31,383333709.5, 16.37 , 308.53 , (12.15)
8/9/15,21,386458649.1, 17.43 , 299.48 , (2.42)
8/10/15,13,389362130.3, 17.52 , 290.65 , 4.43 
8/11/15,7,392033111.5, 16.69 , 281.67 , 12.09 
8/12/15,3,394472358.9, 15.01 , 272.22 , 19.30 
8/13/15,1,396669492.9, 12.63 , 261.99 , 25.80 
8/14/15,0,398585920, 9.68 , 250.74 , 31.34 
8/15/15,2,400146613.5, 6.33 , 238.33 , 35.66 
8/16/15,5,401241401.2, 2.71 , 224.87 , 38.48 
8/17/15,10,401735694.5, (1.01), 210.73 , 39.62 
8/18/15,16,401487729.3, (4.71), 196.53 , 39.00 
8/19/15,23,400370928.1, (8.27), 182.87 , 36.72 
8/20/15,32,398298038, (11.54), 170.13 , 32.98 
8/21/15,41,395244746.7, (14.39), 158.40 , 28.04 
8/22/15,51,391270720.4, (16.68), 147.53 , 22.13 
8/23/15,61,386534790.7, (18.24), 137.28 , 15.46 
8/24/15,71,381301154.2, (18.94), 127.33 , 8.23 
8/25/15,80,375932127.8, (18.62), 117.34 , 0.85 
8/26/15,89,370863209.3, (17.23), 106.96 , (7.43)
8/27/15,95,366556925.7, (14.77), 95.80 , (15.26)
8/28/15,99,363439056.8, (11.37), 83.44 , (22.59)
8/29/15,100,361827439.8, (7.23), 69.54 , (28.94)
8/30/15,98,361872442.1, (2.67), 53.98 , (33.71)
8/31/15,93,363529514.1, 1.99 , 37.12 , (36.37)
9/1/15,86,366573470.6, 6.41 , 19.90 , (36.63)
9/2/15,77,370650110.4, 10.32 , 3.44 , (34.62)
9/3/15,66,375346506.4, 13.48 , 348.48 , (30.80)
9/4/15,56,380258927.1, 15.75 , 335.19 , (25.72)
9/5/15,45,385043446.7, 17.06 , 323.35 , (19.87)
9/6/15,34,389443461.8, 17.38 , 312.59 , (13.61)
9/7/15,25,393296274.5, 16.77 , 302.55 , (7.18)
9/8/15,17,396522922.1, 15.32 , 292.90 , (0.26)
9/9/15,10,399108426.8, 13.15 , 283.35 , 5.42 
9/10/15,5,401076648.4, 10.39 , 273.66 , 11.17 
9/11/15,2,402465553, 7.18 , 263.64 , 16.50 
9/12/15,0,403305339.6, 3.67 , 253.10 , 21.24 
9/13/15,0,403603253.1, (0.00), 241.95 , 25.22 
9/14/15,2,403336479, (3.70), 230.15 , 28.28 
9/15/15,6,402453780, (7.29), 217.76 , 30.27 
9/16/15,11,400886120.3, (10.63), 204.97 , 31.08 
9/17/15,18,398564150.4, (13.59), 192.02 , 30.65 
9/18/15,26,395441370.3, (16.03), 179.17 , 28.99 
9/19/15,35,391519208.1, (17.81), 166.62 , 26.18 
9/20/15,45,386872168.3, (18.79), 154.45 , 22.33 
9/21/15,56,381667999.2, (18.86), 142.64 , 17.57 
9/22/15,66,376179152.5, (17.92), 131.06 , 12.05 
9/23/15,76,370778952, (15.95), 119.54 , 5.99 
9/24/15,85,365916444.7, (13.00), 107.86 , (0.08)
9/25/15,93,362066348.8, (9.21), 95.76 , (7.25)
9/26/15,98,359657265.4, (4.82), 83.01 , (13.71)
9/27/15,100,358991287.8, (0.13), 69.43 , (19.53)
9/28/15,99,360178762.1, 4.52 , 54.95 , (24.32)
9/29/15,95,363111223.1, 8.78 , 39.72 , (27.71)
9/30/15,89,367483129.2, 12.36 , 24.15 , (29.46)
10/1/15,80,372854106.1, 15.04 , 8.78 , (29.54)
10/2/15,71,378728885.4, 16.69 , 354.12 , (28.12)
10/3/15,60,384631390.5, 17.30 , 340.47 , (25.48)
10/4/15,50,390158482.1, 16.93 , 327.88 , (21.95)
10/5/15,40,395008868, 15.67 , 316.25 , (17.81)
10/6/15,30,398990905.5, 13.66 , 305.39 , (13.28)
10/7/15,22,402014520.4, 11.04 , 295.07 , (8.52)
10/8/15,14,404073059.9, 7.96 , 285.10 , (2.28)
10/9/15,8,405220060.1, 4.54 , 275.26 , 1.50 
10/10/15,4,405543992.7, 0.92 , 265.40 , 6.03 
10/11/15,1,405144162.3, (2.77), 255.35 , 10.49 
10/12/15,0,404110434.1, (6.39), 244.97 , 14.65 
10/13/15,1,402508953, (9.82), 234.15 , 18.38 
10/14/15,3,400375665.2, (12.91), 222.82 , 21.54 
10/15/15,8,397718964.9, (15.51), 210.93 , 23.98 
10/16/15,14,394531258.9, (17.48), 198.52 , 25.56 
10/17/15,21,390808332.7, (18.69), 185.68 , 26.16 
10/18/15,30,386573976.1, (19.02), 172.57 , 25.69 
10/19/15,40,381906420.6, (18.40), 159.36 , 24.12 
10/20/15,51,376961397.6, (16.80), 146.21 , 21.45 
10/21/15,62,371986698.2, (14.26), 133.22 , 17.75 
10/22/15,72,367320501.1, (10.87), 120.41 , 13.16 
10/23/15,82,363367722, (6.79), 107.74 , 7.85 
10/24/15,90,360550971.1, (2.27), 95.10 , 2.17 
10/25/15,96,359240576.6, 2.41 , 82.36 , (2.72)
10/26/15,99,359677920.5, 6.91 , 69.38 , (10.17)
10/27/15,100,361916085.9, 10.89 , 56.05 , (15.70)
10/28/15,97,365797948.1, 14.06 , 42.32 , (20.44)
10/29/15,92,370980974.5, 16.22 , 28.27 , (24.13)
10/30/15,84,376998249.3, 17.27 , 14.06 , (26.59)
10/31/15,76,383334754.4, 17.24 , 359.95 , (27.76)
11/1/15,66,389497311.2, 16.23 , 346.23 , (27.70)
11/2/15,56,395066235.4, 14.39 , 333.11 , (26.53)
11/3/15,46,399724525.8, 11.89 , 320.70 , (24.41)
11/4/15,37,403268836.3, 8.90 , 309.01 , (21.52)
11/5/15,28,405605470.2, 5.55 , 297.97 , (18.01)
11/6/15,20,406737771.4, 1.97 , 287.44 , (14.01)
11/7/15,13,406746758, (1.71), 277.30 , (9.64)
11/8/15,7,405768969.1, (5.37), 267.38 , (4.29)
11/9/15,3,403972222.8, (8.88), 257.52 , 0.36 
11/10/15,1,401532104.6, (12.11), 247.56 , 4.96 
11/11/15,0,398611207.7, (14.90), 237.34 , 9.78 
11/12/15,2,395343737.7, (17.10), 226.70 , 14.45 
11/13/15,5,391827919.3, (18.56), 215.46 , 18.79 
11/14/15,10,388128190.9, (19.15), 203.51 , 22.57 
11/15/15,17,384287429.8, (18.79), 190.77 , 25.56 
11/16/15,26,380347155.2, (17.46), 177.25 , 27.53 
11/17/15,35,376372954.8, (15.20), 163.13 , 28.24 
11/18/15,46,372478414, (12.10), 148.71 , 27.53 
11/19/15,57,368841904.6, (8.30), 134.33 , 25.35 
11/20/15,68,365708709.9, (4.01), 120.32 , 21.76 
11/21/15,79,363372807.4, 0.54 , 106.86 , 16.95 
11/22/15,87,362137300.5, 5.06 , 93.97 , 11.19 
11/23/15,94,362257712.9, 9.26 , 81.56 , 4.82 
11/24/15,98,363881938.9, 12.83 , 69.45 , (1.19)
11/25/15,100,367004370.7, 15.50 , 57.46 , (8.84)
11/26/15,99,371449597, 17.09 , 45.36 , (15.21)
11/27/15,95,376891595.3, 17.55 , 32.99 , (20.92)
11/28/15,89,382900789.2, 16.92 , 20.23 , (25.71)
11/29/15,81,389004237, 15.35 , 7.08 , (29.37)
11/30/15,73,394743173.6, 13.02 , 353.65 , (31.76)
12/1/15,64,399718674.1, 10.13 , 340.16 , (32.82)
12/2/15,54,403621504.8, 6.83 , 326.90 , (32.55)
12/3/15,44,406247379.3, 3.28 , 314.12 , (31.04)
12/4/15,35,407500859.2, (0.39), 301.99 , (28.41)
12/5/15,27,407390513.1, (4.08), 290.58 , (24.81)
12/6/15,19,406017561.3, (7.65), 279.82 , (20.38)
12/7/15,12,403559574.5, (11.00), 269.61 , (15.26)
12/8/15,6,400249296.6, (13.98), 259.76 , (9.57)
12/9/15,3,396350541.2, (16.43), 250.10 , (2.11)
12/10/15,0,392131440.7, (18.19), 240.40 , 3.20 
12/11/15,0,387839124.5, (19.11), 230.41 , 9.62 
12/12/15,3,383678332, (19.07), 219.87 , 16.06 
12/13/15,7,379798838.3, (18.03), 208.47 , 22.16 
12/14/15,13,376294862.7, (16.01), 195.94 , 27.58 
12/15/15,22,373216666.8, (13.10), 182.06 , 31.91 
12/16/15,31,370592255.3, (9.47), 166.90 , 34.67 
12/17/15,42,368453185.4, (5.32), 150.88 , 35.50 
12/18/15,53,366856894.3, (0.89), 134.80 , 34.17 
12/19/15,65,365898297.5, 3.59 , 119.46 , 30.77 
12/20/15,75,365704843.6, 7.84 , 105.36 , 25.62 
12/21/15,84,366414290.9, 11.60 , 92.58 , 19.13 
12/22/15,92,368139110.1, 14.61 , 80.95 , 11.76 
12/23/15,97,370926637.4, 16.66 , 70.12 , 3.98 
12/24/15,99,374726959.1, 17.62 , 59.76 , (2.78)
12/25/15,100,379377795.6, 17.47 , 49.51 , (12.14)
12/26/15,97,384611745.6, 16.28 , 39.05 , (19.58)
12/27/15,93,390082619.2, 14.23 , 28.06 , (26.32)
12/28/15,87,395403926.4, 11.51 , 16.27 , (32.09)
12/29/15,80,400189769.6, 8.30 , 3.51 , (36.64)
12/30/15,71,404092008.2, 4.79 , 349.82 , (39.72)
12/31/15,62,406829204, 1.12 , 335.51 , (41.14)
1/1/16,53,408206997.4, (2.59), 321.15 , (40.80)
1/2/16,44,408130124.4, (6.20), 307.35 , (38.75)
1/3/16,34,406607466.9, (9.63), 294.53 , (35.17)
1/4/16,26,403750938.5, (12.74), 282.86 , (30.27)
1/5/16,18,399768134.8, (15.39), 272.24 , (24.27)
1/6/16,11,394947738.8, (17.44), 262.45 , (17.37)
1/7/16,5,389637542.7, (18.73), 253.21 , (9.76)
1/8/16,2,384214248.9, (19.11), 244.21 , (0.82)
1/9/16,0,379047070.8, (18.47), 235.08 , 7.02 
1/10/16,1,374459174.8, (16.79), 225.45 , 15.57 
1/11/16,4,370694137.4, (14.14), 214.82 , 23.94 
1/12/16,10,367895603.4, (10.66), 202.64 , 31.65 
1/13/16,18,366105614.4, (6.58), 188.35 , 38.11 
1/14/16,27,365282964.9, (2.14), 171.70 , 42.57 
1/15/16,38,365335386.2, 2.37 , 153.33 , 44.31 
1/16/16,49,366155911.1, 6.69 , 134.90 , 42.98 
1/17/16,61,367652549.4, 10.57 , 118.15 , 38.85 
1/18/16,71,369763614.8, 13.78 , 103.84 , 32.59 
1/19/16,81,372455878, 16.11 , 91.79 , 24.92 
1/20/16,89,375708091.8, 17.43 , 81.48 , 16.39 
1/21/16,95,379486330.4, 17.68 , 72.31 , 7.48 
1/22/16,98,383718945.5, 16.90 , 63.79 , (0.92)
1/23/16,100,388278488.6, 15.19 , 55.48 , (10.73)
1/24/16,99,392975825.1, 12.72 , 46.98 , (19.40)
1/25/16,96,397566890.7, 9.68 , 37.88 , (27.53)
1/26/16,92,401770735, 6.25 , 27.72 , (34.90)
1/27/16,86,405294251.1, 2.60 , 16.03 , (41.21)
1/28/16,79,407859483.9, (1.11), 2.44 , (46.09)
1/29/16,71,409229579.6, (4.76), 346.99 , (49.08)
1/30/16,62,409232157.1, (8.24), 330.43 , (49.82)
1/31/16,52,407778048, (11.44), 314.14 , (48.16)
2/1/16,43,404875681.4, (14.23), 299.35 , (44.30)
2/2/16,33,400640384.3, (16.49), 286.57 , (38.62)
2/3/16,24,395297237.7, (18.07), 275.65 , (31.51)
2/4/16,16,389175677.5, (18.84), 266.16 , (23.28)
2/5/16,9,382692601.5, (18.67), 257.61 , (14.16)
2/6/16,4,376320916.6, (17.47), 249.54 , (2.90)
2/7/16,1,370543630.6, (15.24), 241.50 , 6.05 
2/8/16,0,365796171.7, (12.06), 232.97 , 16.46 
2/9/16,2,362407766.8, (8.12), 223.31 , 26.78 
2/10/16,7,360556892.5, (3.68), 211.67 , 36.46 
2/11/16,15,360254764.4, 0.95 , 196.93 , 44.72 
2/12/16,24,361363519.5, 5.46 , 178.26 , 50.47 
2/13/16,34,363642368.1, 9.56 , 156.55 , 52.52 
2/14/16,46,366806179.7, 13.00 , 135.25 , 50.42 
2/15/16,57,370578636.2, 15.57 , 117.47 , 44.94 
2/16/16,67,374728038.9, 17.15 , 103.71 , 37.30 
2/17/16,77,379081379.8, 17.69 , 93.03 , 28.47 
2/18/16,85,383519187, 17.21 , 84.36 , 19.04 
2/19/16,92,387957377.4, 15.79 , 76.91 , 9.38 
2/20/16,97,392323466.6, 13.58 , 70.12 , 0.09 
2/21/16,99,396534137.8, 10.73 , 63.55 , (10.08)
2/22/16,100,400478801.1, 7.44 , 56.80 , (19.46)
2/23/16,99,404012453.2, 3.86 , 49.44 , (28.46)
2/24/16,96,406958289.4, 0.16 , 40.93 , (36.89)
2/25/16,91,409119129, (3.52), 30.60 , (44.50)
2/26/16,85,410295143.7, (7.06), 17.58 , (50.86)
2/27/16,78,410305384.2, (10.33), 1.23 , (55.33)
2/28/16,69,409011012.1, (13.23), 342.06 , (57.14)
2/29/16,60,406338219.7, (15.63), 322.47 , (55.79)
3/1/16,51,402299197.9, (17.42), 305.23 , (51.49)
3/2/16,41,397010109.8, (18.47), 291.36 , (44.92)
3/3/16,31,390703350.7, (18.67), 280.39 , (36.69)
3/4/16,22,383730648.8, (17.93), 271.45 , (27.25)
3/5/16,13,376552162.7, (16.19), 263.76 , (16.88)
3/6/16,7,369706003.6, (13.47), 256.71 , (5.56)
3/7/16,2,363754351.3, (9.88), 249.75 , 5.98 
3/8/16,0,359209507, (5.61), 242.31 , 17.77 
3/9/16,1,356452283.1, (0.95), 233.65 , 29.53 
3/10/16,5,355666171.8, 3.76 , 222.66 , 40.64 
3/11/16,12,356810489.9, 8.18 , 207.63 , 50.22 
3/12/16,20,359643472.2, 11.99 , 186.76 , 56.85 
3/13/16,30,363786256.9, 14.94 , 161.21 , 58.80 
3/14/16,41,368803799, 16.85 , 137.27 , 55.61 
3/15/16,52,374278051.2, 17.68 , 119.32 , 48.80 
3/16/16,63,379857076.5, 17.45 , 106.70 , 40.10 
3/17/16,73,385277235.5, 16.25 , 97.47 , 30.54 
3/18/16,81,390362037.2, 14.22 , 90.26 , 20.63 
3/19/16,88,395005593.8, 11.54 , 84.18 , 10.64 
3/20/16,94,399148448.2, 8.37 , 78.70 , 0.96 
3/21/16,98,402751693.5, 4.87 , 73.39 , (9.33)
3/22/16,100,405774751.1, 1.19 , 67.90 , (19.04)
3/23/16,100,408159313.2, (2.51), 61.84 , (28.48)
3/24/16,98,409822062.8, (6.11), 54.67 , (37.53)
3/25/16,95,410655858.4, (9.47), 45.61 , (45.97)
3/26/16,90,410539242.6, (12.48), 33.50 , (53.40)
3/27/16,83,409352708.8, (15.02), 16.89 , (59.09)
3/28/16,76,406999843.4, (16.96), 355.42 , (61.90)
3/29/16,67,403431220.5, (18.21), 332.36 , (60.86)
3/30/16,57,398669271.7, (18.67), 312.67 , (56.14)
3/31/16,47,392831588, (18.25), 297.95 , (48.76)
4/1/16,37,386149659.2, (16.91), 287.10 , (39.64)
4/2/16,27,378977791, (14.64), 278.71 , (29.32)
4/3/16,17,371786173.4, (11.49), 271.73 , (18.09)
4/4/16,9,365130786.2, (7.59), 265.42 , (6.02)
4/5/16,4,359594534, (3.13), 259.21 , 6.39 
4/6/16,0,355703406.6, 1.61 , 252.51 , 18.96 
4/7/16,0,353832713.1, 6.28 , 244.54 , 31.46 
4/8/16,3,354132263.7, 10.50 , 234.06 , 43.28 
4/9/16,9,356498817.9, 13.96 , 218.94 , 53.51 
4/10/16,17,360607224, 16.38 , 196.59 , 60.53 
4/11/16,26,365986874, 17.64 , 168.34 , 62.25 
4/12/16,37,372114947.6, 17.75 , 143.02 , 58.31 
4/13/16,47,378497116.8, 16.79 , 125.44 , 50.82 
4/14/16,58,384721429.8, 14.93 , 113.73 , 41.70 
4/15/16,68,390482205.7, 12.36 , 105.43 , 31.94 
4/16/16,77,395580556.8, 9.27 , 99.03 , 21.96 
4/17/16,84,399909411.2, 5.81 , 93.67 , 11.96 
4/18/16,91,403429792.4, 2.15 , 88.84 , 2.17 
4/19/16,95,406144905.1, (1.57), 84.15 , (8.03)
4/20/16,98,408075160.3, (5.24), 79.27 , (17.83)
4/21/16,100,409237730.1, (8.70), 73.84 , (27.45)
4/22/16,99,409632405.5, (11.84), 67.34 , (36.79)
4/23/16,97,409235466.1, (14.54), 59.00 , (45.65)
4/24/16,93,408001840.1, (16.66), 47.52 , (53.66)
4/25/16,88,405875692.7, (18.09), 31.07 , (60.07)
4/26/16,81,402807876.7, (18.75), 8.53 , (63.54)
4/27/16,72,398778921.2, (18.56), 343.35 , (62.75)
4/28/16,63,393824702.7, (17.49), 322.11 , (57.78)
4/29/16,53,388062185.2, (15.54), 306.85 , (49.91)
4/30/16,42,381710772.2, (12.75), 296.00 , (40.28)
5/1/16,31,375103347.9, (9.21), 287.78 , (29.48)
5/2/16,21,368680286.6, (5.06), 281.00 , (17.85)
5/3/16,12,362958417.5, (0.52), 274.88 , (5.33)
5/4/16,5,358471358.6, 4.14 , 268.83 , 7.16 
5/5/16,1,355685538.1, 8.61 , 262.23 , 19.85 
5/6/16,0,354910433.5, 12.50 , 254.31 , 32.35 
5/7/16,2,356230859.5, 15.50 , 243.81 , 44.07 
5/8/16,7,359487740.7, 17.37 , 228.64 , 54.10 
5/9/16,14,364314406.4, 18.00 , 206.31 , 60.87 
5/10/16,22,370213532.8, 17.43 , 178.43 , 62.44 
5/11/16,32,376646277.3, 15.83 , 153.58 , 58.57 
5/12/16,42,383108733, 13.41 , 136.27 , 51.29 
5/13/16,52,389182643.8, 10.38 , 124.65 , 42.44 
5/14/16,62,394559576.9, 6.95 , 116.36 , 32.96 
5/15/16,71,399043779.6, 3.27 , 109.94 , 23.25 
5/16/16,79,402540510.3, (0.50), 104.54 , 13.47 
5/17/16,86,405036324.1, (4.24), 99.63 , 3.79 
5/18/16,92,406575213, (7.81), 94.86 , (6.06)
5/19/16,96,407233980.5, (11.10), 89.87 , (15.92)
5/20/16,99,407099600.7, (13.97), 84.31 , (25.52)
5/21/16,100,406250409.6, (16.30), 77.67 , (34.90)
5/22/16,99,404743565.6, (17.96), 69.17 , (43.83)
5/23/16,96,402610103.6, (18.84), 57.58 , (51.93)
5/24/16,91,399858801.1, (18.87), 41.15 , (58.41)
5/25/16,85,396488822.1, (18.01), 18.94 , (61.93)
5/26/16,77,392509257.6, (16.27), 354.20 , (61.17)
5/27/16,67,387964099.8, (13.71), 333.04 , (56.20)
5/28/16,57,382957355.5, (10.42), 317.57 , (48.30)
5/29/16,46,377674815.6, (6.53), 306.36 , (38.62)
5/30/16,34,372394609.5, (2.22), 297.74 , (27.82)
5/31/16,24,367480691, 2.29 , 290.53 , (16.27)
6/1/16,15,363352744.5, 6.74 , 283.94 , (2.77)
6/2/16,7,360431812.7, 10.84 , 277.34 , 8.12 
6/3/16,2,359067847.4, 14.25 , 270.15 , 20.27 
6/4/16,0,359467190.1, 16.68 , 261.58 , 32.04 
6/5/16,1,361642589.2, 17.93 , 250.52 , 42.85 
6/6/16,5,365403586.3, 17.93 , 235.36 , 51.87 
6/7/16,10,370390859.8, 16.76 , 214.68 , 57.81 
6/8/16,18,376140454.8, 14.62 , 190.17 , 59.29 
6/9/16,27,382157102.6, 11.73 , 167.62 , 56.21 
6/10/16,36,387978206.6, 8.34 , 150.58 , 49.98 
6/11/16,46,393218321.7, 4.65 , 138.36 , 42.06 
6/12/16,56,397593432.3, 0.82 , 129.26 , 33.34 
6/13/16,65,400927674.2, (2.99), 122.03 , 24.24 
6/14/16,74,403148145.2, (6.68), 115.85 , 14.95 
6/15/16,82,404270937.5, (10.11), 110.19 , 5.62 
6/16/16,88,404381910.5, (13.16), 104.67 , (2.52)
6/17/16,94,403614573.4, (15.71), 98.91 , (13.44)
6/18/16,97,402126468.7, (17.63), 92.53 , (22.81)
6/19/16,100,400076497.7, (18.79), 85.02 , (31.94)
6/20/16,100,397605727.8, (19.09), 75.64 , (40.60)
6/21/16,98,394823878.1, (18.47), 63.33 , (48.31)
6/22/16,94,391804721.6, (16.94), 46.85 , (54.26)
6/23/16,88,388591275.2, (14.55), 26.01 , (57.28)
6/24/16,80,385210533.3, (11.41), 3.57 , (56.37)
6/25/16,70,381695481.2, (7.67), 343.82 , (51.67)
6/26/16,60,378109895.4, (3.50), 328.43 , (44.21)
6/27/16,48,374570008.6, 0.88 , 316.63 , (35.01)
6/28/16,37,371256177.9, 5.26 , 307.14 , (24.75)
6/29/16,26,368408845, 9.38 , 298.96 , (13.86)
6/30/16,17,366304989.7, 12.96 , 291.34 , (1.57)
7/1/16,9,365216053.6, 15.73 , 283.68 , 8.71 
7/2/16,3,365354926.7, 17.47 , 275.41 , 19.66 
7/3/16,1,366824779.7, 18.03 , 265.86 , 30.04 
7/4/16,0,369586148.5, 17.39 , 254.20 , 39.32 
7/5/16,3,373451465.7, 15.67 , 239.56 , 46.82 
7/6/16,7,378109547.1, 13.08 , 221.54 , 51.68 
7/7/16,14,383170628.5, 9.84 , 201.44 , 53.16 
7/8/16,22,388219414.5, 6.20 , 182.17 , 51.20 
7/9/16,30,392864155.4, 2.35 , 165.96 , 46.53 
7/10/16,39,396774509.7, (1.54), 153.08 , 40.12 
7/11/16,49,399706169.6, (5.33), 142.79 , 32.66 
7/12/16,58,401513121.5, (8.89), 134.23 , 24.61 
7/13/16,68,402149736.1, (12.12), 126.74 , 16.18 
7/14/16,76,401664533.8, (14.88), 119.79 , 7.56 
7/15/16,84,400187644.9, (17.05), 112.99 , (0.65)
7/16/16,90,397912279.5, (18.51), 105.96 , (10.27)
7/17/16,95,395071425.3, (19.13), 98.30 , (19.10)
7/18/16,99,391911096.9, (18.84), 89.51 , (27.67)
7/19/16,100,388662853.8, (17.60), 78.96 , (35.67)
7/20/16,99,385519174.9, (15.43), 65.90 , (42.60)
7/21/16,96,382616529.6, (12.44), 49.71 , (47.72)
7/22/16,90,380030154.1, (8.79), 30.74 , (50.11)
7/23/16,82,377781992, (4.66), 10.94 , (49.18)
7/24/16,73,375860549.1, (0.29), 352.85 , (45.07)
7/25/16,62,374247887.2, 4.09 , 337.68 , (38.53)
7/26/16,51,372945991.5, 8.24 , 325.19 , (30.38)
7/27/16,39,371995301.5, 11.90 , 314.62 , (21.28)
7/28/16,28,371479761, 14.84 , 305.20 , (11.67)
7/29/16,19,371515324, 16.86 , 296.30 , (1.02)
7/30/16,11,372223830.8, 17.80 , 287.41 , 7.92 
7/31/16,5,373698420.8, 17.61 , 278.05 , 17.16 
8/1/16,1,375969014.3, 16.34 , 267.73 , 25.73 
8/2/16,0,378977965.2, 14.12 , 256.00 , 33.22 
8/3/16,1,382572433, 11.15 , 242.50 , 39.18 
8/4/16,5,386514936.8, 7.66 , 227.27 , 43.15 
8/5/16,10,390509374.3, 3.86 , 210.97 , 44.77 
8/6/16,16,394235121.8, (0.05), 194.83 , 43.99 
8/7/16,24,397382667.1, (3.92), 179.96 , 41.10 
8/8/16,33,399685549.4, (7.60), 166.89 , 36.57 
8/9/16,42,400945507.9, (10.97), 155.54 , 30.86 
8/10/16,52,401049932.7, (13.91), 145.55 , 24.34 
8/11/16,61,399981895.5, (16.31), 136.49 , 17.25 
8/12/16,70,397822693, (18.05), 127.96 , 9.78 
8/13/16,79,394746865.7, (19.00), 119.60 , 2.19 
8/14/16,86,391008892.3, (19.08), 111.05 , (5.87)
8/15/16,93,386921002, (18.21), 101.93 , (13.96)
8/16/16,97,382821861.1, (16.37), 91.83 , (21.65)
8/17/16,100,379038746.1, (13.63), 80.28 , (28.77)
8/18/16,100,375847591.8, (10.12), 66.85 , (34.83)
8/19/16,97,373439309.6, (6.03), 51.33 , (39.24)
8/20/16,92,371900525.1, (1.60), 34.11 , (41.37)
8/21/16,84,371214867.8, 2.89 , 16.38 , (40.87)
