Date,Phase (degrees),Distance (M), Declination (degrees) , Azimuth (degrees) , Altitude (degrees) 
6/13/22,99,362039180.3, (25.06), 92.73 , (34.03)
6/14/22,100,362019326.4, (27.05), 83.37 , (46.31)
6/15/22,97,363629445.6, (27.08), 68.67 , (57.22)
6/16/22,91,366687160.5, (25.17), 44.24 , (64.90)
6/17/22,83,370859134, (21.65), 10.93 , (66.34)
6/18/22,74,375726587.3, (16.96), 343.06 , (61.07)
6/19/22,63,380856565.4, (11.53), 325.90 , (52.21)
6/20/22,52,385860279.4, (5.75), 315.25 , (42.01)
6/21/22,42,390430864.1, 0.11 , 307.88 , (31.43)
6/22/22,32,394358982.5, 5.80 , 302.17 , (20.79)
6/23/22,23,397530840.2, 11.14 , 297.28 , (10.24)
6/24/22,15,399913730.3, 15.95 , 292.69 , 0.62 
6/25/22,9,401534508, 20.06 , 288.04 , 10.48 
6/26/22,4,402455033.9, 23.28 , 282.97 , 20.45 
6/27/22,1,402748419.3, 25.45 , 277.05 , 30.13 
6/28/22,0,402478893.5, 26.44 , 269.67 , 39.38 
6/29/22,1,401687557.4, 26.18 , 259.88 , 47.90 
6/30/22,3,400386393.3, 24.68 , 246.29 , 55.14 
7/1/22,7,398560423.4, 22.03 , 227.51 , 60.12 
7/2/22,13,396178508.5, 18.37 , 204.45 , 61.57 
7/3/22,20,393211216.1, 13.88 , 182.00 , 58.88 
7/4/22,28,389653495.5, 8.73 , 164.26 , 52.82 
7/5/22,38,385549234.4, 3.11 , 151.28 , 44.58 
7/6/22,48,381013620.5, (2.79), 141.54 , 34.98 
7/7/22,59,376248850.3, (8.75), 133.70 , 24.48 
7/8/22,70,371547577.9, (14.50), 126.85 , 13.34 
7/9/22,79,367278389.8, (19.68), 120.33 , 1.94 
7/10/22,88,363848883.8, (23.87), 113.58 , (10.29)
7/11/22,95,361647674.6, (26.58), 105.96 , (22.23)
7/12/22,99,360973651, (27.44), 96.61 , (33.78)
7/13/22,100,361971781.4, (26.28), 84.23 , (44.29)
7/14/22,98,364595635.6, (23.29), 67.04 , (52.70)
7/15/22,93,368610972, (18.84), 44.19 , (57.43)
7/16/22,86,373638963.5, (13.44), 19.12 , (57.20)
7/17/22,77,379222934.9, (7.54), 357.86 , (52.52)
7/18/22,67,384898582.7, (1.50), 342.28 , (45.15)
7/19/22,57,390251098.9, 4.39 , 330.94 , (36.49)
7/20/22,47,394951988.2, 9.91 , 322.20 , (27.31)
7/21/22,37,398775542.5, 14.90 , 314.94 , (17.96)
7/22/22,28,401599608, 19.18 , 308.44 , (8.63)
7/23/22,20,403394194.7, 22.59 , 302.21 , 0.98 
7/24/22,13,404203712.8, 24.99 , 295.88 , 9.71 
7/25/22,7,404124680.2, 26.24 , 289.05 , 18.45 
7/26/22,3,403282316, 26.26 , 281.32 , 26.82 
7/27/22,1,401808422.6, 25.04 , 272.16 , 34.60 
7/28/22,0,399822332.5, 22.64 , 260.98 , 41.47 
7/29/22,1,397417986.2, 19.18 , 247.17 , 46.89 
7/30/22,5,394658324.1, 14.84 , 230.64 , 50.21 
7/31/22,10,391578526, 9.81 , 212.42 , 50.79 
8/1/22,16,388198062.8, 4.28 , 194.60 , 48.43 
8/2/22,24,384539853.4, (1.54), 178.87 , 43.47 
8/3/22,34,380653637.3, (7.44), 165.67 , 36.56 
8/4/22,44,376639032.4, (13.17), 154.55 , 28.27 
8/5/22,55,372662916.2, (18.44), 144.82 , 19.04 
8/6/22,66,368965033.8, (22.87), 135.84 , 9.22 
8/7/22,77,365846015.5, (26.06), 127.03 , (0.44)
8/8/22,86,363634322, (27.60), 117.83 , (11.39)
8/9/22,93,362634450, (27.23), 107.65 , (21.39)
8/10/22,98,363065733.2, (24.94), 95.83 , (30.59)
8/11/22,100,365008005.3, (20.98), 81.65 , (38.34)
8/12/22,99,368372237.1, (15.81), 64.80 , (43.83)
8/13/22,95,372906283.7, (9.90), 45.96 , (46.32)
8/14/22,89,378233198.8, (3.69), 27.09 , (45.57)
8/15/22,81,383909717.4, 2.48 , 10.17 , (42.05)
8/16/22,72,389486931.5, 8.31 , 355.96 , (36.61)
8/17/22,63,394561701.6, 13.60 , 344.15 , (30.03)
8/18/22,53,398811418.9, 18.17 , 334.09 , (22.83)
8/19/22,43,402012569.8, 21.86 , 325.17 , (15.36)
8/20/22,34,404045508.2, 24.54 , 316.89 , (7.80)
8/21/22,25,404888952.2, 26.08 , 308.85 , 0.20 
8/22/22,17,404607270.1, 26.40 , 300.69 , 7.13 
8/23/22,11,403332612.7, 25.48 , 292.11 , 14.14 
8/24/22,6,401243525.9, 23.35 , 282.78 , 20.75 
8/25/22,2,398541544.8, 20.13 , 272.39 , 26.74 
8/26/22,0,395428134.3, 15.95 , 260.65 , 31.81 
8/27/22,0,392083965.4, 11.01 , 247.46 , 35.61 
8/28/22,3,388653832.5, 5.51 , 232.95 , 37.77 
8/29/22,7,385240174.8, (0.34), 217.71 , 37.99 
8/30/22,13,381906350.9, (6.31), 202.52 , 36.20 
8/31/22,21,378690327, (12.13), 188.10 , 32.55 
9/1/22,30,375625610.9, (17.53), 174.77 , 27.34 
9/2/22,41,372765251.1, (22.17), 162.50 , 20.97 
9/3/22,52,370202038.4, (25.67), 151.03 , 13.80 
9/4/22,63,368079095.5, (27.67), 140.00 , 6.17 
9/5/22,74,366584547.1, (27.89), 129.03 , (1.00)
9/6/22,84,365928113.3, (26.26), 117.75 , (9.59)
9/7/22,91,366302029, (22.90), 105.79 , (16.85)
9/8/22,97,367834509, (18.17), 92.90 , (23.24)
9/9/22,100,370548158.7, (12.47), 78.93 , (28.33)
9/10/22,100,374336602.9, (6.26), 64.03 , (31.77)
9/11/22,97,378966749.5, 0.08 , 48.68 , (33.35)
9/12/22,92,384105435.4, 6.21 , 33.56 , (33.06)
9/13/22,86,389362443.8, 11.87 , 19.24 , (31.15)
9/14/22,78,394337979.1, 16.83 , 6.07 , (27.96)
9/15/22,69,398665962.7, 20.91 , 354.05 , (23.88)
9/16/22,60,402046565.3, 23.96 , 343.01 , (19.20)
9/17/22,50,404267767.8, 25.86 , 332.70 , (14.17)
9/18/22,41,405215880.3, 26.54 , 322.86 , (8.95)
9/19/22,32,404877457.8, 25.96 , 313.21 , (2.28)
9/20/22,23,403334005.9, 24.17 , 303.53 , 1.85 
9/21/22,16,400750451.7, 21.26 , 293.61 , 6.72 
9/22/22,9,397357414.3, 17.34 , 283.22 , 11.45 
9/23/22,4,393428668.9, 12.58 , 272.22 , 15.77 
9/24/22,1,389253491, 7.17 , 260.46 , 19.49 
9/25/22,0,385107780.4, 1.31 , 247.90 , 22.40 
9/26/22,1,381226371, (4.77), 234.60 , 24.28 
9/27/22,5,377782340.3, (10.79), 220.77 , 25.00 
9/28/22,10,374878232.2, (16.44), 206.69 , 24.45 
9/29/22,18,372551107.2, (21.38), 192.67 , 22.68 
9/30/22,27,370791421.6, (25.23), 178.95 , 19.81 
10/1/22,38,369570300.2, (27.63), 165.65 , 16.05 
10/2/22,49,368867401.2, (28.30), 152.74 , 11.64 
10/3/22,60,368692024.8, (27.16), 140.15 , 6.84 
10/4/22,71,369089765.3, (24.30), 127.73 , 2.00 
10/5/22,81,370133316, (20.02), 115.33 , (1.98)
10/6/22,89,371898052.1, (14.67), 102.83 , (7.94)
10/7/22,95,374429637.8, (8.66), 90.14 , (12.16)
10/8/22,99,377712503.3, (2.36), 77.26 , (15.70)
10/9/22,100,381647971.1, 3.90 , 64.22 , (18.44)
10/10/22,99,386049274.9, 9.83 , 51.15 , (20.30)
10/11/22,95,390653402.4, 15.15 , 38.19 , (21.28)
10/12/22,90,395147183.7, 19.64 , 25.48 , (21.41)
10/13/22,83,399200347.1, 23.13 , 13.14 , (20.79)
10/14/22,76,402499513.7, 25.46 , 1.20 , (19.54)
10/15/22,67,404778327.4, 26.55 , 349.66 , (17.75)
10/16/22,58,405841279.2, 26.37 , 338.45 , (15.55)
10/17/22,48,405580530.9, 24.96 , 327.50 , (13.01)
10/18/22,39,403985981.3, 22.40 , 316.68 , (10.20)
10/19/22,30,401148923.7, 18.83 , 305.87 , (7.13)
10/20/22,21,397258458.1, 14.38 , 294.97 , (2.54)
10/21/22,14,392590554.2, 9.21 , 283.84 , (0.14)
10/22/22,7,387487779.6, 3.49 , 272.38 , 2.81 
10/23/22,3,382329413.9, (2.57), 260.50 , 5.93 
10/24/22,0,377493030.2, (8.72), 248.14 , 8.93 
10/25/22,0,373311687.1, (14.66), 235.28 , 11.63 
10/26/22,3,370034359.8, (20.01), 221.93 , 13.87 
10/27/22,8,367799607.9, (24.35), 208.19 , 15.52 
10/28/22,15,366629619, (27.26), 194.18 , 16.45 
10/29/22,24,366447659.4, (28.44), 180.08 , 16.62 
10/30/22,35,367113462.8, (27.73), 166.05 , 16.02 
10/31/22,46,368465341.6, (25.26), 152.24 , 14.70 
11/1/22,57,370357665.4, (21.30), 138.73 , 12.75 
11/2/22,68,372683954.4, (16.24), 125.57 , 10.28 
11/3/22,78,375382208.6, (10.46), 112.78 , 7.43 
11/4/22,87,378423274.1, (4.30), 100.31 , 4.34 
11/5/22,93,381788446.4, 1.92 , 88.13 , 1.22 
11/6/22,97,385442824.3, 7.92 , 76.19 , (1.46)
11/7/22,100,389312286.5, 13.44 , 64.44 , (5.55)
11/8/22,100,393270046.5, 18.24 , 52.83 , (8.88)
11/9/22,98,397134736.7, 22.10 , 41.32 , (11.73)
11/10/22,94,400681067.4, 24.85 , 29.87 , (14.26)
11/11/22,89,403658809.3, 26.36 , 18.44 , (16.40)
11/12/22,82,405817593.8, 26.58 , 7.01 , (18.10)
11/13/22,74,406932967, 25.55 , 355.54 , (19.33)
11/14/22,65,406830980.4, 23.35 , 344.00 , (20.04)
11/15/22,56,405410135.4, 20.12 , 332.37 , (20.19)
11/16/22,47,402658972.1, 16.02 , 320.64 , (19.73)
11/17/22,37,398668435.8, 11.18 , 308.80 , (18.64)
11/18/22,28,393638215, 5.76 , 296.83 , (16.87)
11/19/22,19,387873886.3, (0.08), 284.75 , (14.41)
11/20/22,11,381772354.2, (6.15), 272.56 , (11.26)
11/21/22,5,375791966, (12.18), 260.23 , (7.45)
11/22/22,1,370406638.5, (17.84), 247.74 , (1.91)
11/23/22,0,366046818.9, (22.71), 235.05 , 1.84 
11/24/22,1,363038077, (26.31), 222.09 , 6.49 
11/25/22,6,361552863.4, (28.19), 208.81 , 11.14 
11/26/22,12,361591178, (28.11), 195.15 , 15.40 
11/27/22,21,362997498.4, (26.08), 181.14 , 18.96 
11/28/22,31,365508150.3, (22.40), 166.84 , 21.56 
11/29/22,42,368813064.1, (17.50), 152.44 , 23.04 
11/30/22,54,372613211.7, (11.81), 138.16 , 23.31 
12/1/22,64,376660558.2, (5.71), 124.27 , 22.38 
12/2/22,74,380775756.4, 0.48 , 110.95 , 20.36 
12/3/22,83,384845499.5, 6.49 , 98.33 , 17.39 
12/4/22,90,388805314.5, 12.08 , 86.41 , 13.67 
12/5/22,95,392614692.4, 17.04 , 75.14 , 9.38 
12/6/22,98,396231731, 21.14 , 64.41 , 4.73 
12/7/22,100,399592584.2, 24.20 , 54.07 , 0.13 
12/8/22,99,402598922.7, 26.06 , 43.96 , (5.14)
12/9/22,97,405115426.3, 26.64 , 33.93 , (10.48)
12/10/22,93,406977063.6, 25.94 , 23.78 , (15.31)
12/11/22,88,408004069.3, 24.05 , 13.36 , (19.82)
12/12/22,81,408022530, 21.10 , 2.49 , (23.87)
12/13/22,73,406887755.7, 17.26 , 351.01 , (27.28)
12/14/22,64,404508662.2, 12.69 , 338.85 , (29.87)
12/15/22,55,400870898.9, 7.56 , 326.00 , (31.43)
12/16/22,45,396057016.4, 2.00 , 312.60 , (31.75)
12/17/22,35,390261443.9, (3.81), 298.91 , (30.66)
12/18/22,25,383796724.1, (9.70), 285.26 , (28.07)
12/19/22,16,377086024.5, (15.40), 271.95 , (23.99)
12/20/22,9,370636386.8, (20.57), 259.13 , (18.54)
12/21/22,3,364989057, (24.75), 246.82 , (11.94)
12/22/22,0,360647941.9, (27.45), 234.87 , (3.07)
12/23/22,1,357998486.6, (28.25), 223.05 , 3.66 
12/24/22,4,357238742.7, (26.96), 211.04 , 11.53 
12/25/22,9,358346313.6, (23.76), 198.52 , 19.11 
12/26/22,17,361094725.1, (19.05), 185.16 , 25.83 
12/27/22,27,365112882.9, (13.36), 170.78 , 31.21 
12/28/22,38,369965045.2, (7.16), 155.46 , 34.82 
12/29/22,49,375226546.8, (0.84), 139.67 , 36.40 
12/30/22,59,380537126, 5.31 , 124.14 , 35.88 
12/31/22,69,385628023.2, 11.04 , 109.61 , 33.46 
1/1/23,78,390324488.8, 16.15 , 96.47 , 29.46 
1/2/23,86,394531990.4, 20.43 , 84.78 , 24.29 
1/3/23,92,398212317.7, 23.71 , 74.35 , 18.26 
1/4/23,96,401356902.3, 25.84 , 64.91 , 11.67 
1/5/23,99,403961599.2, 26.71 , 56.14 , 4.77 
1/6/23,100,406006763.5, 26.29 , 47.76 , (1.53)
1/7/23,99,407445128.8, 24.64 , 39.48 , (9.84)
1/8/23,96,408198742.4, 21.90 , 31.00 , (17.00)
1/9/23,92,408164677.2, 18.23 , 22.00 , (23.91)
1/10/23,87,407228651.3, 13.81 , 12.09 , (30.39)
1/11/23,79,405285229.7, 8.83 , 0.86 , (36.17)
1/12/23,71,402261789, 3.45 , 347.92 , (40.88)
1/13/23,62,398144535.7, (2.18), 333.11 , (44.03)
1/14/23,52,393003690.2, (7.88), 316.81 , (45.12)
1/15/23,42,387015151.4, (13.46), 300.09 , (43.75)
1/16/23,31,380473558.6, (18.65), 284.23 , (39.87)
1/17/23,21,373791142.2, (23.11), 270.03 , (33.74)
1/18/23,13,367475326.9, (26.39), 257.60 , (25.80)
1/19/23,6,362079132, (28.03), 246.60 , (16.49)
1/20/23,2,358124924.8, (27.70), 236.54 , (6.15)
1/21/23,0,356013650.4, (25.32), 226.85 , 4.60 
1/22/23,2,355944928, (21.13), 216.98 , 15.21 
1/23/23,7,357875949.5, (15.62), 206.30 , 25.44 
1/24/23,14,361536666.8, (9.33), 194.08 , 34.68 
1/25/23,22,366493950.4, (2.74), 179.60 , 42.28 
1/26/23,32,372240445.4, 3.73 , 162.49 , 47.48 
1/27/23,43,378278723.5, 9.80 , 143.55 , 49.64 
1/28/23,53,384182343.3, 15.21 , 124.86 , 48.56 
1/29/23,63,389628138.2, 19.78 , 108.45 , 44.73 
1/30/23,72,394403949.9, 23.34 , 94.99 , 38.92 
1/31/23,80,398398178.4, 25.73 , 84.12 , 31.83 
2/1/23,87,401579022.6, 26.87 , 75.17 , 23.95 
2/2/23,93,403968635.2, 26.72 , 67.52 , 15.57 
2/3/23,97,405616581.4, 25.31 , 60.69 , 6.93 
2/4/23,99,406575665.8, 22.76 , 54.27 , (1.18)
2/5/23,100,406882949, 19.22 , 47.93 , (11.07)
2/6/23,99,406547940, 14.89 , 41.29 , (20.03)
2/7/23,96,405549496, 9.95 , 33.93 , (28.84)
2/8/23,91,403841604.9, 4.60 , 25.24 , (37.31)
2/9/23,85,401367734.9, (1.00), 14.38 , (45.11)
2/10/23,77,398082535.7, (6.66), 0.19 , (51.67)
2/11/23,68,393977369, (12.20), 341.77 , (56.04)
2/12/23,58,389108278.6, (17.38), 320.08 , (57.08)
2/13/23,47,383620616.2, (21.92), 298.86 , (54.16)
2/14/23,37,377766178.5, (25.47), 281.38 , (47.80)
2/15/23,26,371905958.8, (27.65), 268.00 , (38.99)
2/16/23,16,366490989.7, (28.09), 257.65 , (28.56)
2/17/23,9,362016574.7, (26.59), 249.19 , (17.06)
2/18/23,3,358950430.5, (23.21), 241.75 , (4.16)
2/19/23,0,357647141.6, (18.25), 234.65 , 7.63 
2/20/23,1,358272540.6, (12.18), 227.25 , 19.92 
2/21/23,4,360764766.7, (5.51), 218.81 , 31.80 
2/22/23,10,364846700.8, 1.27 , 208.27 , 42.74 
2/23/23,17,370084517.1, 7.78 , 194.06 , 52.04 
2/24/23,26,375969362.6, 13.68 , 174.46 , 58.60 
2/25/23,36,381997295.8, 18.74 , 150.12 , 61.01 
2/26/23,46,387729684.1, 22.74 , 126.51 , 58.78 
2/27/23,56,392828244.2, 25.54 , 108.35 , 53.05 
2/28/23,65,397067895.2, 27.04 , 95.54 , 45.33 
3/1/23,74,400332439.3, 27.21 , 86.35 , 36.58 
3/2/23,82,402599584.5, 26.09 , 79.34 , 27.26 
3/3/23,88,403919244.2, 23.78 , 73.65 , 17.62 
3/4/23,94,404388667.8, 20.42 , 68.70 , 7.78 
3/5/23,97,404127188, 16.21 , 64.10 , (1.39)
3/6/23,100,403252604.8, 11.32 , 59.51 , (12.58)
3/7/23,100,401862202.4, 5.94 , 54.58 , (22.82)
3/8/23,98,400020349.4, 0.28 , 48.83 , (33.03)
3/9/23,94,397755468.3, (5.48), 41.51 , (43.04)
3/10/23,89,395066514.1, (11.12), 31.22 , (52.51)
3/11/23,82,391939240.7, (16.42), 15.40 , (60.68)
3/12/23,73,388369781.9, (21.09), 350.86 , (65.87)
3/13/23,63,384391924.2, (24.84), 320.50 , (65.71)
3/14/23,52,380103578.8, (27.31), 295.66 , (59.96)
3/15/23,41,375685521, (28.21), 279.63 , (50.76)
3/16/23,30,371406545.3, (27.34), 269.23 , (39.74)
3/17/23,20,367608383.1, (24.68), 261.86 , (27.72)
3/18/23,11,364667458.1, (20.41), 256.05 , (15.09)
3/19/23,5,362935777, (14.87), 250.99 , (1.21)
3/20/23,1,362672520.8, (8.48), 246.09 , 11.00 
3/21/23,0,363984622.1, (1.70), 240.82 , 23.87 
3/22/23,2,366796043.7, 5.05 , 234.50 , 36.35 
3/23/23,6,370856208.2, 11.39 , 225.98 , 48.07 
3/24/23,13,375783397.4, 16.98 , 213.03 , 58.44 
3/25/23,20,381128146.3, 21.57 , 191.70 , 66.21 
3/26/23,29,386438133.4, 24.94 , 160.47 , 69.03 
3/27/23,39,391310950.7, 26.96 , 130.95 , 65.68 
3/28/23,48,395429248.9, 27.59 , 112.00 , 58.37 
3/29/23,58,398578709.9, 26.85 , 100.60 , 49.36 
3/30/23,67,400651495.5, 24.86 , 93.17 , 39.60 
3/31/23,76,401639211.4, 21.77 , 87.83 , 29.47 
4/1/23,83,401618382.1, 17.75 , 83.63 , 19.09 
4/2/23,90,400730110.1, 13.00 , 80.02 , 8.53 
4/3/23,95,399156145.9, 7.68 , 76.67 , (1.37)
4/4/23,98,397092730, 1.99 , 73.26 , (13.35)
4/5/23,100,394725061.2, (3.87), 69.49 , (24.48)
4/6/23,99,392205387.9, (9.69), 64.87 , (35.67)
4/7/23,97,389638727, (15.21), 58.54 , (46.77)
4/8/23,92,387079171.7, (20.15), 48.64 , (57.44)
4/9/23,85,384538251.2, (24.18), 30.73 , (66.74)
4/10/23,77,382004366.6, (26.96), 357.58 , (71.95)
4/11/23,66,379469506.8, (28.20), 319.22 , (69.33)
4/12/23,55,376957183, (27.73), 295.98 , (60.72)
4/13/23,44,374544442.3, (25.52), 283.66 , (49.66)
4/14/23,33,372371655.5, (21.76), 276.21 , (37.59)
4/15/23,22,370634714.9, (16.72), 271.00 , (25.01)
4/16/23,13,369558666.5, (10.77), 266.87 , (12.18)
4/17/23,7,369355877.7, (4.27), 263.19 , 1.13 
4/18/23,2,370177865.4, 2.39 , 259.53 , 13.69 
4/19/23,0,372073672.3, 8.86 , 255.45 , 26.33 
4/20/23,1,374966321, 14.79 , 250.36 , 38.61 
4/21/23,4,378654868.5, 19.86 , 243.20 , 50.26 
4/22/23,9,382840078, 23.81 , 231.67 , 60.84 
4/23/23,15,387165832.3, 26.43 , 210.75 , 69.20 
4/24/23,23,391265426, 27.62 , 175.81 , 72.59 
4/25/23,32,394803745.5, 27.37 , 142.15 , 68.99 
4/26/23,41,397509941.3, 25.79 , 122.66 , 61.15 
4/27/23,50,399199093.1, 23.04 , 111.89 , 51.70 
4/28/23,60,399783390.9, 19.30 , 105.20 , 41.59 
4/29/23,69,399273945.9, 14.77 , 100.49 , 31.13 
4/30/23,77,397774764.9, 9.62 , 96.82 , 20.39 
5/1/23,85,395468852.3, 4.03 , 93.65 , 9.42 
5/2/23,91,392597659.9, (1.83), 90.65 , (1.07)
5/3/23,96,389433778.6, (7.75), 87.52 , (13.46)
5/4/23,99,386248963.7, (13.49), 83.94 , (25.18)
5/5/23,100,383281775.8, (18.74), 79.36 , (37.01)
5/6/23,98,380709506.9, (23.17), 72.76 , (48.75)
5/7/23,94,378631427, (26.38), 61.73 , (59.95)
5/8/23,88,377067424.5, (28.05), 40.16 , (69.29)
5/9/23,79,375973368.2, (27.95), 0.43 , (72.96)
5/10/23,69,375269145.7, (26.09), 323.58 , (67.81)
5/11/23,58,374872310.8, (22.63), 304.53 , (57.81)
5/12/23,47,374728143.4, (17.90), 294.49 , (46.19)
5/13/23,35,374828458, (12.24), 288.21 , (33.98)
5/14/23,25,375214704.1, (6.02), 283.63 , (21.56)
5/15/23,16,375964904.2, 0.44 , 279.85 , (9.10)
5/16/23,9,377167286.4, 6.81 , 276.33 , 3.51 
5/17/23,3,378887856.2, 12.80 , 272.69 , 15.60 
5/18/23,1,381139919.3, 18.10 , 268.54 , 27.55 
5/19/23,0,383863461.2, 22.43 , 263.28 , 39.11 
5/20/23,2,386919469.4, 25.55 , 255.90 , 50.04 
5/21/23,5,390099860.7, 27.27 , 244.31 , 59.93 
5/22/23,11,393150017.2, 27.55 , 224.41 , 67.71 
5/23/23,18,395798741.1, 26.43 , 192.95 , 71.06 
5/24/23,25,397789603.1, 24.05 , 161.26 , 68.19 
5/25/23,34,398910096.5, 20.63 , 141.04 , 61.04 
5/26/23,43,399015287.5, 16.35 , 129.24 , 51.99 
5/27/23,53,398044952.6, 11.42 , 121.68 , 42.08 
5/28/23,62,396033644.5, 6.00 , 116.26 , 31.67 
5/29/23,72,393113165.5, 0.27 , 111.93 , 20.87 
5/30/23,80,389505949.4, (5.62), 108.11 , 9.76 
5/31/23,88,385508655.8, (11.43), 104.40 , (0.98)
6/1/23,94,381464409.3, (16.92), 100.46 , (13.60)
6/2/23,98,377724729.1, (21.73), 95.83 , (25.59)
6/3/23,100,374604909.7, (25.46), 89.83 , (37.62)
6/4/23,99,372340411.7, (27.70), 81.08 , (49.34)
6/5/23,96,371055409.3, (28.15), 66.64 , (59.97)
6/6/23,90,370751539.6, (26.71), 40.87 , (67.57)
6/7/23,81,371321974.5, (23.54), 4.32 , (68.49)
6/8/23,71,372586078, (18.97), 335.50 , (62.18)
6/9/23,60,374334408.5, (13.42), 319.06 , (52.25)
6/10/23,49,376371317.7, (7.29), 309.21 , (41.03)
6/11/23,38,378545985.4, (0.92), 302.46 , (29.37)
6/12/23,27,380766108.1, 5.38 , 297.19 , (17.63)
6/13/23,18,382994764.5, 11.35 , 292.58 , (5.77)
6/14/23,11,385233940, 16.71 , 288.14 , 5.70 
6/15/23,5,387500075.1, 21.22 , 283.46 , 16.86 
6/16/23,2,389798220.2, 24.64 , 278.09 , 27.74 
6/17/23,0,392100823.9, 26.76 , 271.43 , 38.12 
6/18/23,1,394334739.8, 27.47 , 262.50 , 47.75 
6/19/23,3,396379590.6, 26.77 , 249.74 , 56.12 
6/20/23,7,398076300.9, 24.77 , 231.06 , 62.27 
6/21/23,13,399244548.2, 21.65 , 206.41 , 64.73 
6/22/23,20,399705229.1, 17.62 , 181.62 , 62.62 
6/23/23,28,399305433.6, 12.89 , 162.63 , 56.87 
6/24/23,37,397942548.1, 7.64 , 149.50 , 48.96 
6/25/23,46,395585955.7, 2.06 , 140.16 , 39.85 
6/26/23,56,392293372.2, (3.71), 133.00 , 29.99 
6/27/23,66,388220912.2, (9.48), 127.01 , 19.58 
6/28/23,75,383623158.9, (15.04), 121.56 , 8.75 
6/29/23,84,378841042.7, (20.09), 116.15 , (1.54)
6/30/23,91,374273871.4, (24.27), 110.34 , (14.14)
7/1/23,96,370334850.8, (27.14), 103.51 , (25.77)
7/2/23,99,367394552.8, (28.31), 94.78 , (37.17)
7/3/23,100,365721771.7, (27.51), 82.60 , (47.73)
7/4/23,97,365438382.9, (24.81), 64.57 , (56.28)
7/5/23,91,366501683, (20.48), 39.16 , (60.81)
7/6/23,83,368721840.5, (14.98), 11.38 , (59.56)
7/7/23,74,371807420.6, (8.78), 349.46 , (53.37)
7/8/23,63,375424946.8, (2.30), 334.47 , (44.47)
7/9/23,52,379255119.2, 4.12 , 323.95 , (34.42)
7/10/23,41,383033531.9, 10.19 , 315.90 , (23.96)
7/11/23,31,386571572.7, 15.66 , 309.16 , (13.44)
7/12/23,22,389758477.5, 20.31 , 303.00 , (1.83)
7/13/23,14,392548756.5, 23.91 , 296.92 , 7.23 
7/14/23,8,394941190.4, 26.29 , 290.51 , 16.99 
7/15/23,3,396953891.8, 27.32 , 283.30 , 26.31 
7/16/23,1,398601280.7, 26.97 , 274.77 , 34.99 
7/17/23,0,399876007.8, 25.29 , 264.23 , 42.72 
7/18/23,1,400738783.2, 22.45 , 250.92 , 49.00 
7/19/23,4,401117227, 18.64 , 234.47 , 53.18 
7/20/23,9,400913672, 14.07 , 215.76 , 54.56 
7/21/23,15,400020453.9, 8.96 , 197.16 , 52.87 
7/22/23,22,398340602, 3.48 , 180.92 , 48.49 
7/23/23,31,395811489.4, (2.21), 167.64 , 42.12 
7/24/23,40,392428866.6, (7.92), 156.85 , 34.38 
7/25/23,50,388268039.2, (13.48), 147.76 , 25.69 
7/26/23,60,383499785.9, (18.63), 139.66 , 16.31 
7/27/23,70,378395826.9, (23.08), 131.99 , 6.48 
7/28/23,80,373320116.3, (26.44), 124.24 , (2.47)
7/29/23,88,368700767.5, (28.30), 115.88 , (14.34)
7/30/23,95,364980453.6, (28.31), 106.26 , (24.60)
7/31/23,99,362550332, (26.33), 94.54 , (34.19)
8/1/23,100,361679963.4, (22.51), 79.71 , (42.34)
8/2/23,98,362463357.9, (17.24), 61.14 , (47.94)
8/3/23,93,364800305.3, (11.01), 39.86 , (49.89)
8/4/23,86,368419747.2, (4.33), 19.02 , (47.84)
8/5/23,77,372936587, 2.38 , 1.36 , (42.62)
8/6/23,66,377922641.5, 8.76 , 347.29 , (35.43)
8/7/23,56,382971462.2, 14.52 , 335.99 , (27.24)
8/8/23,45,387744626.8, 19.43 , 326.49 , (18.64)
8/9/23,35,391995598, 23.28 , 318.02 , (9.98)
8/10/23,26,395573764.7, 25.92 , 310.04 , (0.70)
8/11/23,18,398414270.6, 27.22 , 302.12 , 6.95 
8/12/23,11,400518369.7, 27.15 , 293.89 , 14.75 
8/13/23,6,401929462, 25.76 , 284.99 , 22.05 
8/14/23,2,402708920.5, 23.17 , 275.10 , 28.62 
8/15/23,0,402914391.3, 19.57 , 263.89 , 34.20 
8/16/23,0,402583596.9, 15.16 , 251.22 , 38.48 
8/17/23,2,401725663.1, 10.14 , 237.19 , 41.12 
8/18/23,6,400320944.9, 4.71 , 222.35 , 41.85 
8/19/23,11,398329525.6, (0.95), 207.51 , 40.59 
8/20/23,18,395707169.2, (6.67), 193.46 , 37.47 
8/21/23,26,392427299.2, (12.25), 180.60 , 32.78 
8/22/23,35,388505694.3, (17.48), 168.92 , 26.85 
8/23/23,45,384024765.7, (22.09), 158.17 , 19.97 
8/24/23,56,379153167.5, (25.77), 148.01 , 12.41 
8/25/23,66,374155583.8, (28.15), 138.03 , 4.44 
8/26/23,76,369386041.7, (28.86), 127.83 , (2.59)
8/27/23,86,365260672.8, (27.69), 116.98 , (12.35)
8/28/23,93,362206127.5, (24.62), 105.03 , (20.23)
8/29/23,98,360590330.7, (19.89), 91.54 , (27.20)
8/30/23,100,360649300.4, (13.92), 76.31 , (32.65)
8/31/23,99,362433193.8, (7.20), 59.55 , (35.97)
9/1/23,95,365790111, (0.23), 42.17 , (36.81)
